100,47375,B  ,Lecture-Discussion,"Lee, J",PS,Political Science,2023,Fall 2023
201,32856,AB1,Laboratory,"Mulvaney, R;Pope, D",NRES,Natural Resources and Environmental Sciences,2023,Fall 2023
225,77363,A  ,Lecture-Discussion;Online Discussion,"Gilbert, D;Gilbert, D",LER,Labor and Employment Relations,2023,Fall 2023
100,74588,B2 ,Laboratory,"Szamocki, M",KIN,Kinesiology,2023,Fall 2023
114,30039,1  ,Lecture,"Solomon, J",CLCV,Classical Civilization,2023,Fall 2023
101,51452,B34,Lecture-Discussion,"Barbeau, A",BUS,Business,2023,Fall 2023
281,75275,AD6,Discussion/Recitation,"Burgos, A;Garcia Rojas, M",AAS,Asian American Studies,2023,Fall 2023
511,56891,A  ,Lecture-Discussion,"Ochs, G",AGED,Agricultural Education,2023,Fall 2023
290,10348,,Independent Study,,RUSS,Russian,2023,Fall 2023
211,72865,F  ,Lecture-Discussion,"Liu, Z",BADM,Business Administration,2023,Fall 2023
116,77718,M  ,Studio,"Rogovoy, A",DANC,Dance,2023,Fall 2023
511,59495,A  ,Lecture-Discussion,"Leon Ruiz, D",GRK,Greek,2023,Fall 2023
492,10433,,Independent Study,,HUM,Humanities Courses,2023,Fall 2023
122,33227,A1 ,Lecture-Discussion;Online,"Dutton, M;Garcia Marmolejo, D;Yarrington, K;Dutton, M;Garcia Marmolejo, D;Yarrington, K",SPAN,Spanish,2023,Fall 2023
270,70043,C  ,Studio,"Benson, E",ARTD,Art--Design,2023,Fall 2023
201,32858,AB2,Laboratory,"Mulvaney, R;Nunez Flores, M",NRES,Natural Resources and Environmental Sciences,2023,Fall 2023
101,51454,B35,Lecture-Discussion,"Barbeau, A",BUS,Business,2023,Fall 2023
230,30211,A  ,Lecture-Discussion,"McChristian, L",FIN,Finance,2023,Fall 2023
100,74589,B3 ,Laboratory,"North, J",KIN,Kinesiology,2023,Fall 2023
281,78174,AD7,Discussion/Recitation,"Burgos, A;Vitale, S",AAS,Asian American Studies,2023,Fall 2023
310,73098,AD1,Discussion/Recitation,"Endres, R;Peng, Y",ENVS,Environmental Studies,2023,Fall 2023
211,74729,G  ,Lecture-Discussion,"Liu, Z",BADM,Business Administration,2023,Fall 2023
116,78505,N  ,Laboratory,"Lewis, T",DANC,Dance,2023,Fall 2023
101,38461,BDA,Discussion/Recitation,"Lewis, A",PS,Political Science,2023,Fall 2023
122,35210,B1 ,Lecture-Discussion;Online,"Dutton, M;Pantoja, A;Yarrington, K;Dutton, M;Pantoja, A;Yarrington, K",SPAN,Spanish,2023,Fall 2023
270,71656,D  ,Studio,"Pridemore, J",ARTD,Art--Design,2023,Fall 2023
112,30525,A  ,Laboratory;Laboratory,"Ashworth, E;Richardson, P;Ashworth, E;Richardson, P",MILS,Military Science,2023,Fall 2023
201,32859,AB3,Laboratory,"Mulvaney, R;Zhou, K",NRES,Natural Resources and Environmental Sciences,2023,Fall 2023
101,51457,B36,Lecture-Discussion,"Barbeau, A",BUS,Business,2023,Fall 2023
230,71758,ONL,Online,"McChristian, L",FIN,Finance,2023,Fall 2023
320,54130,A  ,Lecture-Discussion,"Ashby, S;Fortado, S",LER,Labor and Employment Relations,2023,Fall 2023
301,39810,A  ,Lecture-Discussion,"Davies Brenier, L",RUSS,Russian,2023,Fall 2023
281,78178,AD8,Discussion/Recitation,"Bozzi Feijo, B;Burgos, A",AAS,Asian American Studies,2023,Fall 2023
100,74590,B4 ,Laboratory,"Szamocki, M",KIN,Kinesiology,2023,Fall 2023
115,33538,AD1,Discussion/Recitation,"Solomon, J;Yost, F",CLCV,Classical Civilization,2023,Fall 2023
211,74730,H  ,Lecture-Discussion,"Bahrini, A",BADM,Business Administration,2023,Fall 2023
101,33483,AD1,Discussion/Recitation,"Barnes, E;Braun, L",UP,Urban and Regional Planning,2023,Fall 2023
310,73099,AD2,Discussion/Recitation,"Endres, R;Peng, Y",ENVS,Environmental Studies,2023,Fall 2023
495,10436,,Independent Study,,HUM,Humanities Courses,2023,Fall 2023
101,38463,BDB,Discussion/Recitation,"Lewis, A",PS,Political Science,2023,Fall 2023
116,78506,O  ,Laboratory,"Henss, J",DANC,Dance,2023,Fall 2023
595,42973,G  ,Lecture-Discussion,"Bosak-Schroeder, C",GRK,Greek,2023,Fall 2023
112,64672,E  ,Laboratory,"Ashworth, E;Dixon, D;Richardson, P",MILS,Military Science,2023,Fall 2023
122,35207,B2 ,Lecture-Discussion;Online,"Dutton, M;Rivas Quiroz, F;Yarrington, K;Dutton, M;Rivas Quiroz, F;Yarrington, K",SPAN,Spanish,2023,Fall 2023
201,32862,AL1,Lecture,"Mulvaney, R",NRES,Natural Resources and Environmental Sciences,2023,Fall 2023
101,51461,B37,Lecture-Discussion,"Barbeau, A",BUS,Business,2023,Fall 2023
125,56348,JS1,Lecture,"Pulley, T",AHS,Applied Health Sciences Courses,2023,Fall 2023
100,33208,B5 ,Laboratory,"Woods, M",KIN,Kinesiology,2023,Fall 2023
281,78182,AD9,Discussion/Recitation,"Burgos, A;Vitale, S",AAS,Asian American Studies,2023,Fall 2023
115,33767,AD2,Discussion/Recitation,"Solomon, J;Yost, F",CLCV,Classical Civilization,2023,Fall 2023
310,36782,AL1,Lecture-Discussion,"Endres, R",ENVS,Environmental Studies,2023,Fall 2023
211,74731,I  ,Lecture-Discussion,"Haksoz, C",BADM,Business Administration,2023,Fall 2023
101,34873,AD2,Discussion/Recitation,"Barnes, E;Braun, L",UP,Urban and Regional Planning,2023,Fall 2023
101,38465,BDC,Discussion/Recitation,"Lewis, A",PS,Political Science,2023,Fall 2023
116,78507,P  ,Laboratory,"Henss, J",DANC,Dance,2023,Fall 2023
301,54167,1  ,Studio;Studio,"Raheel, S",ARTD,Art--Design,2023,Fall 2023
122,35109,C1 ,Lecture-Discussion;Online,"Dutton, M;Kok, W;Yarrington, K;Dutton, M;Kok, W;Yarrington, K",SPAN,Spanish,2023,Fall 2023
101,51450,B39,Lecture-Discussion,"Barbeau, A",BUS,Business,2023,Fall 2023
241,71759,ONL,Online,"Perkins, S",FIN,Finance,2023,Fall 2023
322,49171,U3 ,Lecture,"Murav, H",RUSS,Russian,2023,Fall 2023
100,74592,B6 ,Laboratory,"Woods, M",KIN,Kinesiology,2023,Fall 2023
330,54446,A  ,Online,"Ashby, S;Bruno, R",LER,Labor and Employment Relations,2023,Fall 2023
281,70106,AL1,Lecture-Discussion,"Burgos, A",AAS,Asian American Studies,2023,Fall 2023
115,33773,AD3,Discussion/Recitation,"Reymann, E;Solomon, J",CLCV,Classical Civilization,2023,Fall 2023
211,74732,J  ,Lecture-Discussion,"Haksoz, C",BADM,Business Administration,2023,Fall 2023
498,10435,,Independent Study,,HUM,Humanities Courses,2023,Fall 2023
120,64675,A  ,Lecture,"Ashworth, E",MILS,Military Science,2023,Fall 2023
101,38468,BDE,Discussion/Recitation,"Lewis, A",PS,Political Science,2023,Fall 2023
