ACCY,415,64648,Auditing Stds and Practice,LCD,0,3,3,22,7,3,0,1,0,0,0,1,0,3.2,"Lullo, Michael J",Fall,2019
ACCY,415,65021,Auditing Stds and Practice,LCD,2,11,4,3,12,1,0,3,0,0,2,0,0,3.25,"Kink, Dawn M",Fall,2019
ACCY,451,49130,Advanced Income Tax Problems,LCD,3,12,2,10,3,1,1,1,0,0,0,0,0,3.55,"Hutchens, Matthew",Fall,2019
ACCY,451,54569,Advanced Income Tax Problems,LCD,1,13,1,8,1,1,2,1,1,0,0,0,0,3.48,"Hutchens, Matthew",Fall,2019
ACCY,451,62733,Advanced Income Tax Problems,LCD,3,11,2,6,4,1,3,1,0,0,0,0,0,3.48,"Hutchens, Matthew",Fall,2019
ACCY,451,63119,Advanced Income Tax Problems,LCD,1,12,0,0,8,0,0,4,0,0,0,0,0,3.39,"Holder, Charles B",Fall,2019
ACCY,451,70659,Advanced Income Tax Problems,LCD,0,4,4,5,14,1,1,1,0,0,0,0,0,3.22,"Sternburg, Thomas",Fall,2019
ACCY,500,49761,"Atg Measuremnt, Rpting & Cntrl",LCD,11,5,6,5,4,3,3,3,2,0,0,0,0,3.31,"Augusto Sampaio, Gerlando",Fall,2019
ACCY,500,58446,"Atg Measuremnt, Rpting & Cntrl",LCD,8,7,6,8,8,5,3,0,0,0,0,0,0,3.4,"Augusto Sampaio, Gerlando",Fall,2019
ACCY,500,67282,"Atg Measuremnt, Rpting & Cntrl",ONL,177,183,176,68,70,11,13,1,0,0,0,0,5,3.67,"Urcan, Oktay",Fall,2019
ACCY,500,62025,"Atg Measuremnt, Rpting & Cntrl",LCD,11,14,5,3,1,0,0,0,0,0,0,0,0,3.86,"Zhang, Li",Fall,2019
ACCY,500,56063,"Atg Measuremnt, Rpting & Cntrl",LCD,7,4,4,3,4,2,3,0,0,0,0,0,0,3.44,"Zhang, Li",Fall,2019
ACCY,501,29678,Accounting Analysis I A,ONL,10,17,19,13,15,4,4,3,0,0,0,0,0,3.44,"Augusto Sampaio, Gerlando",Fall,2019
ACCY,501,69435,Accounting Analysis I B,ONL,15,22,19,10,6,5,2,3,4,0,0,0,0,3.49,"Augusto Sampaio, Gerlando",Fall,2019
ACCY,501,70308,Accounting Analysis I,LCD,0,10,6,3,7,0,0,0,0,0,0,0,0,3.58,"Davis, Gregory L",Fall,2019
ACCY,501,69437,Accounting Analysis I A,ONL,3,7,9,2,1,2,1,1,1,0,0,0,1,3.36,"Augusto Sampaio, Gerlando",Fall,2019
ACCY,501,69438,Accounting Analysis I B,ONL,1,15,4,2,2,1,0,0,0,0,0,0,2,3.48,"Augusto Sampaio, Gerlando",Fall,2019
ACCY,502,29680,Accounting Analysis II,LCD,4,12,8,6,4,3,0,0,1,0,0,0,0,3.55,"Schwartz, Rachel",Fall,2019
ACCY,502,31334,Accounting Analysis II,LCD,8,15,7,2,3,1,1,1,0,0,0,0,0,3.69,"Schwartz, Rachel",Fall,2019
ACCY,502,61232,Accounting Analysis II,LCD,7,13,8,4,3,4,1,1,0,0,0,0,0,3.58,"Schwartz, Rachel",Fall,2019
ACCY,504,70165,Auditing A,ONL,10,45,20,21,44,11,0,2,0,0,1,0,1,3.42,"Peecher, Mark E",Fall,2019
ACCY,504,70166,Auditing B,ONL,9,48,21,9,53,6,1,0,0,0,0,0,3,3.42,"Peecher, Mark E",Fall,2019
ACCY,505,31339,Federal Taxation,LCD,0,8,14,5,7,1,1,1,0,0,0,0,0,3.46,"Chatterton, Angel",Fall,2019
ACCY,505,31341,Federal Taxation,LCD,0,9,7,9,4,5,2,0,0,0,0,0,0,3.38,"Chatterton, Angel",Fall,2019
ACCY,505,54993,Federal Taxation,LCD,1,11,7,2,6,2,2,1,0,0,0,0,0,3.45,"Chatterton, Angel",Fall,2019
ACCY,505,57605,Federal Taxation,LCD,0,8,7,3,7,6,0,0,2,0,0,0,0,3.27,"Alt, Amanda J",Fall,2019
ACCY,505,69441,Federal Taxation A,ONL,7,52,21,14,11,6,1,0,0,0,0,0,0,3.67,"Hutchens, Matthew",Fall,2019
ACCY,505,69442,Federal Taxation B,ONL,8,56,15,12,9,6,6,1,0,0,0,0,0,3.63,"Hutchens, Matthew",Fall,2019
ACCY,505,70661,Federal Taxation,LCD,2,11,8,3,6,5,0,0,0,0,0,0,0,3.51,"Alt, Amanda J",Fall,2019
ACCY,505,69443,Federal Taxation A,ONL,0,11,2,2,4,0,0,0,0,0,0,0,2,3.33,"Hutchens, Matthew",Fall,2019
ACCY,506,71549,Advanced Financial Reporting,ONL,5,11,5,2,6,2,2,2,1,0,1,0,0,3.34,"Kustanovich, Michael",Fall,2019
ACCY,510,46973,Financial Reporting Standards,LCD,5,18,0,2,9,3,0,0,0,0,0,0,0,3.61,"Steward, Cynthia G",Fall,2019
