CourseNum,CRN,Section,SectionType,Professors,DepartmentCode,Department,Year,Semester
202,70657,B  ,Lecture-Discussion,"Morrissey, R",HIST,History,2024,Spring 2024
325,31060,B  ,Lecture-Discussion,"Lim, S",BADM,Business Administration,2024,Spring 2024
466,75618,UG ,Online,"Lavey, W",GGIS,Geography & Geographic Information Science,2024,Spring 2024
499,60101,SR ,Studio,"Robinson, S",ARTD,Art--Design,2024,Spring 2024
270,63257,AB9,Laboratory,"Guo, J",ME,Mechanical Engineering,2024,Spring 2024
105,33377,H2 ,Lecture-Discussion,"Bishop, D",RHET,Rhetoric and Composition,2024,Spring 2024
448,63330,C3 ,Lecture-Discussion,"Lewis, A",CI,Curriculum and Instruction,2024,Spring 2024
290,75420,AR ,Laboratory,"Rogovoy, A",DANC,Dance,2024,Spring 2024
300,36258,AB2,Laboratory,"Abdelrahman, M;Dahal, S",CEE,Civil and Environmental Engineering,2024,Spring 2024
415,60689,G  ,Online Lecture Discussion,"Rota, E",EURO,European Union Studies,2024,Spring 2024
607,53673,A  ,Lecture-Discussion,"Kordik, E",LAW,Law,2024,Spring 2024
100,29915,AB2,Laboratory;Laboratory,"Harsh, B;Harsh, B",ANSC,Animal Sciences,2024,Spring 2024
255,60006,DVB,Lecture-Discussion,"Vergara Bracamontes, D",SOC,Sociology,2024,Spring 2024
499,50476,SSG,Studio,"Sethi, S",ARTD,Art--Design,2024,Spring 2024
270,63258,ABA,Laboratory,"Guo, Z",ME,Mechanical Engineering,2024,Spring 2024
498,61323,ELA,Independent Study,"Dougherty, H",ENG,Engineering,2024,Spring 2024
105,32928,L1 ,Lecture-Discussion,"Runkle, S",RHET,Rhetoric and Composition,2024,Spring 2024
199,67971,ARG,Lecture-Discussion;Travel,"Sin, G;Sin, G",PS,Political Science,2024,Spring 2024
300,36259,AB3,Laboratory,"Maxwell, T;Sudharsan Rathna Kumar, -",CEE,Civil and Environmental Engineering,2024,Spring 2024
415,60688,UG ,Online Lecture Discussion,"Rota, E",EURO,European Union Studies,2024,Spring 2024
448,63331,C4 ,Lecture-Discussion,"Bridges, m",CI,Curriculum and Instruction,2024,Spring 2024
199,34684,A  ,Lecture-Discussion,"Meline, B;Uddin, R",NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
100,29918,AL1,Lecture,"Cardoso, P;Cattai de Godoy, M;Emmert, J;Fischer-Brown, A;Glowacz, M;Harsh, B;McCann, J;Miller, D;Parsons, C;Rincker, L;Shike, D;Urbano Braz, C",ANSC,Animal Sciences,2024,Spring 2024
203,66671,A  ,Lecture-Discussion,"Reagan, L",HIST,History,2024,Spring 2024
329,50310,A  ,Lecture-Discussion,"Sethi, S",BADM,Business Administration,2024,Spring 2024
306,34750,X  ,Lecture-Discussion,"Nagata, T",JAPN,Japanese,2024,Spring 2024
476,75621,A  ,Laboratory-Discussion,"Lara, M",GGIS,Geography & Geographic Information Science,2024,Spring 2024
290,76364,BA ,Laboratory,"Amiri, B",DANC,Dance,2024,Spring 2024
607,51803,AG ,Lecture-Discussion,"Kordik, E",LAW,Law,2024,Spring 2024
116,57242,FF ,Laboratory;Lecture,"Azizi, S;Fang, F;Azizi, S;Fang, F",UP,Urban and Regional Planning,2024,Spring 2024
499,60163,SSU,Studio,"Sethi, S",ARTD,Art--Design,2024,Spring 2024
270,63259,ABB,Laboratory,"Chadha, C",ME,Mechanical Engineering,2024,Spring 2024
341,74560,KDR,Lecture;Lecture,"Rausch, K;Rausch, K",ABE,Agricultural and Biological Engineering,2024,Spring 2024
498,71183,GLC,Lecture-Discussion,"Ignacio, E",ENG,Engineering,2024,Spring 2024
105,43482,L2 ,Lecture-Discussion,"Mercado, J",RHET,Rhetoric and Composition,2024,Spring 2024
199,54821,JM ,Lecture-Discussion,"Mondak, J",PS,Political Science,2024,Spring 2024
300,36260,AB4,Laboratory,"Farajnia, A;Sudharsan Rathna Kumar, -",CEE,Civil and Environmental Engineering,2024,Spring 2024
290,75646,MS ,Laboratory,"Segale, M",DANC,Dance,2024,Spring 2024
274,38967,A  ,Lecture-Discussion,"Kamis, C",SOC,Sociology,2024,Spring 2024
105,33384,M1 ,Lecture-Discussion,"Runkle, S",RHET,Rhetoric and Composition,2024,Spring 2024
270,63243,AL1,Lecture,"Golecki, T",ME,Mechanical Engineering,2024,Spring 2024
199,46748,NG ,Lecture-Discussion,"Grossman, N",PS,Political Science,2024,Spring 2024
300,39839,AB5,Laboratory,"Sudharsan Rathna Kumar, -;Tabassum, N",CEE,Civil and Environmental Engineering,2024,Spring 2024
205,47974,A  ,Lecture-Discussion,"Brosseder, C",HIST,History,2024,Spring 2024
330,71718,A  ,Lecture-Discussion,"Smith, R",BADM,Business Administration,2024,Spring 2024
477,76070,MS ,Online,"Diao, C",GGIS,Geography & Geographic Information Science,2024,Spring 2024
451,63332,C1 ,Lecture-Discussion,"Machaka, N",CI,Curriculum and Instruction,2024,Spring 2024
418,69022,1G ,Lecture-Discussion;Online,"Fagyal, Z;Fagyal, Z",EURO,European Union Studies,2024,Spring 2024
247,34695,C  ,Lecture-Discussion,"Alam, S",NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
101,74087,1  ,Discussion/Recitation,"Dilger, A",ANSC,Animal Sciences,2024,Spring 2024
410,74876,RT ,Lecture,"Tierney, R",JAPN,Japanese,2024,Spring 2024
290,75065,NO ,Laboratory,"Owens, N",DANC,Dance,2024,Spring 2024
105,33385,M2 ,Lecture-Discussion,"Mercado, J",RHET,Rhetoric and Composition,2024,Spring 2024
610,35912,1  ,Lecture-Discussion;Lecture-Discussion,"Anderson, S;Anderson, S",LAW,Law,2024,Spring 2024
136,60627,DA ,Lecture,"Allred, D;Phillips, E",UP,Urban and Regional Planning,2024,Spring 2024
199,43731,OL1,Online,"Grossman, N",PS,Political Science,2024,Spring 2024
300,53044,AB6,Laboratory,"Kanel, N;Sudharsan Rathna Kumar, -",CEE,Civil and Environmental Engineering,2024,Spring 2024
361,75748,AB1,Laboratory,"Allen, C",ABE,Agricultural and Biological Engineering,2024,Spring 2024
503,72115,1  ,Studio,"Weightman, D",ARTD,Art--Design,2024,Spring 2024
510,34517,A  ,Practice,"McCullough, A",ENG,Engineering,2024,Spring 2024
477,75635,ONL,Online,"Diao, C",GGIS,Geography & Geographic Information Science,2024,Spring 2024
451,63333,C2 ,Lecture-Discussion,"Mathayas, N",CI,Curriculum and Instruction,2024,Spring 2024
418,69021,1U ,Lecture-Discussion;Online,"Fagyal, Z;Fagyal, Z",EURO,European Union Studies,2024,Spring 2024
105,33387,M3 ,Lecture-Discussion,"Furlong, M",RHET,Rhetoric and Composition,2024,Spring 2024
300,54749,AB7,Laboratory,"Abdelrahman, M;Polavaram, K",CEE,Civil and Environmental Engineering,2024,Spring 2024
610,35913,2  ,Lecture-Discussion;Lecture-Discussion,"Agallianos, P;Agallianos, P",LAW,Law,2024,Spring 2024
297,66388,,Independent Study,,ME,Mechanical Engineering,2024,Spring 2024
219,64306,RG ,Lecture,"Dayani, M;Ginsburg, R;Siju, A",HIST,History,2024,Spring 2024
331,69053,A  ,Lecture-Discussion,"Rindfleisch, A",BADM,Business Administration,2024,Spring 2024
361,75749,AL1,Online Lecture,"Allen, C",ABE,Agricultural and Biological Engineering,2024,Spring 2024
275,69391,A  ,Lecture,"Marshall, A",SOC,Sociology,2024,Spring 2024
105,46079,M4 ,Lecture-Discussion,"Martin, C",RHET,Rhetoric and Composition,2024,Spring 2024
349,74670,A  ,Lecture-Discussion,"Brooks, C",NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
103,29920,AL1,Laboratory;Online,"Parsons, C;Emmert, J",ANSC,Animal Sciences,2024,Spring 2024
201,38765,OL1,Online,"Griffin, C",PS,Political Science,2024,Spring 2024
300,36261,AE1,Lecture-Discussion,"Popovics, J",CEE,Civil and Environmental Engineering,2024,Spring 2024
451,63334,C3 ,Lecture-Discussion,"D'Angelo, C",CI,Curriculum and Instruction,2024,Spring 2024
504,76342,CS ,Studio,"Shin, S",ARTD,Art--Design,2024,Spring 2024
571,55716,A  ,Lecture-Discussion,"Liebenberg, L",ENG,Engineering,2024,Spring 2024
185,53015,FQ ,Lecture,"Qayyum, F",UP,Urban and Regional Planning,2024,Spring 2024
478,75633,A  ,Laboratory-Discussion,"Umar, U",GGIS,Geography & Geographic Information Science,2024,Spring 2024
301,61856,A  ,Laboratory,"Marini, N",DANC,Dance,2024,Spring 2024
441,38946,C  ,Lecture-Discussion,"Hirata, S",JAPN,Japanese,2024,Spring 2024
610,35914,3  ,Lecture-Discussion;Lecture-Discussion,"Schulte, A;Schulte, A",LAW,Law,2024,Spring 2024
105,32921,M5 ,Lecture-Discussion,"Roberts, K",RHET,Rhetoric and Composition,2024,Spring 2024
500,60766,A  ,Lecture-Discussion,"Smith, A",EURO,European Union Studies,2024,Spring 2024
201,38764,OL2,Online,"Raynal, I",PS,Political Science,2024,Spring 2024
236,71741,AD1,Discussion/Recitation,"Chettiar, T;Runnels, N",HIST,History,2024,Spring 2024
335,47943,A  ,Lecture-Discussion,"Scott, N",BADM,Business Administration,2024,Spring 2024
310,36926,AB1,Laboratory,"Khan, R",ME,Mechanical Engineering,2024,Spring 2024
571,62376,ONC,Lecture-Discussion,"Liebenberg, L",ENG,Engineering,2024,Spring 2024
451,63335,C4 ,Lecture-Discussion,"Butler, B",CI,Curriculum and Instruction,2024,Spring 2024
301,57147,B  ,Laboratory,"Lewis, T",DANC,Dance,2024,Spring 2024
441,41671,CG ,Lecture-Discussion,"Hirata, S",JAPN,Japanese,2024,Spring 2024
105,33434,M6 ,Lecture-Discussion,"Schering, M",RHET,Rhetoric and Composition,2024,Spring 2024
397,47262,,Independent Study,,ABE,Agricultural and Biological Engineering,2024,Spring 2024
280,34351,A  ,Lecture,"Kamis, C",SOC,Sociology,2024,Spring 2024
201,38763,OL3,Online,"Lewis, A",PS,Political Science,2024,Spring 2024
310,31699,D  ,Lecture-Discussion,"Lehe, L;Qiam, S;Roesler, J",CEE,Civil and Environmental Engineering,2024,Spring 2024
110,39451,CA ,Lecture-Discussion,"Allen, C",ANSC,Animal Sciences,2024,Spring 2024
397,10071,,Independent Study,,NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
236,71742,AD2,Discussion/Recitation,"Chettiar, T;Eagle, J",HIST,History,2024,Spring 2024
551,70431,1  ,Studio,"Alzate Mora, C",ARTD,Art--Design,2024,Spring 2024
610,35915,4  ,Lecture-Discussion;Lecture-Discussion,"Moritz, S;Moritz, S",LAW,Law,2024,Spring 2024
480,74202,MS ,Online,"Umar, U",GGIS,Geography & Geographic Information Science,2024,Spring 2024
571,65418,ONL,Online,"Liebenberg, L",ENG,Engineering,2024,Spring 2024
310,36927,AB2,Laboratory,"Khan, R",ME,Mechanical Engineering,2024,Spring 2024
105,32926,M7 ,Lecture-Discussion,"Landes, B",RHET,Rhetoric and Composition,2024,Spring 2024
201,67678,ME ,Lecture-Discussion,"Edwards, M",UP,Urban and Regional Planning,2024,Spring 2024
280,34344,AB1,Laboratory,"Kamis, C;Lu, S",SOC,Sociology,2024,Spring 2024
236,71743,AD3,Discussion/Recitation,"Chettiar, T;Runnels, N",HIST,History,2024,Spring 2024
502,51676,LH ,Lecture-Discussion,"Smith, A",EURO,European Union Studies,2024,Spring 2024
337,71719,A  ,Lecture-Discussion,"Mehrotra, M",BADM,Business Administration,2024,Spring 2024
480,74191,ONL,Online,"Umar, U",GGIS,Geography & Geographic Information Science,2024,Spring 2024
610,35916,5  ,Lecture-Discussion;Lecture-Discussion,"Sanderson, K;Sanderson, K",LAW,Law,2024,Spring 2024
310,36928,AB3,Laboratory,"Nasiriziba, I",ME,Mechanical Engineering,2024,Spring 2024
105,73684,M8 ,Lecture-Discussion,"Kinzy, D",RHET,Rhetoric and Composition,2024,Spring 2024
220,46278,C  ,Online,"Ashley, J",PS,Political Science,2024,Spring 2024
453,75961,A  ,Online,"Pradzinski, A",CI,Curriculum and Instruction,2024,Spring 2024
320,31698,LM ,Lecture,"Fu, J;Ghodrati Amiri, A;Golparvar Fard, M",CEE,Civil and Environmental Engineering,2024,Spring 2024
316,74276,A  ,Laboratory,"Chiaramonte, D",DANC,Dance,2024,Spring 2024
236,71744,AD4,Discussion/Recitation,"Chettiar, T;Runnels, N",HIST,History,2024,Spring 2024
337,47944,B  ,Lecture-Discussion,"Baddam, S",BADM,Business Administration,2024,Spring 2024
120,76114,SR ,Lecture-Discussion,"Richardson, S",ANSC,Animal Sciences,2024,Spring 2024
425,39995,AB1,Laboratory,"Fatemi Heydarabad, A;Grift, T",ABE,Agricultural and Biological Engineering,2024,Spring 2024
280,34346,AB2,Laboratory,"Kamis, C;Lu, S",SOC,Sociology,2024,Spring 2024
402,34697,D3 ,Lecture-Discussion,"Ragheb, M",NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
591,10376,,Independent Study,,ARTD,Art--Design,2024,Spring 2024
610,35917,6  ,Lecture-Discussion;Lecture-Discussion,"Alam, R;Alam, R",LAW,Law,2024,Spring 2024
310,36929,AB4,Laboratory,"Lee, S",ME,Mechanical Engineering,2024,Spring 2024
572,74614,AR ,Discussion/Recitation,"Hauser, K",ENG,Engineering,2024,Spring 2024
105,33390,P1 ,Lecture-Discussion,"Runkle, S",RHET,Rhetoric and Composition,2024,Spring 2024
320,73615,ONC,Online,"Fu, J;Ghodrati Amiri, A;Golparvar Fard, M",CEE,Civil and Environmental Engineering,2024,Spring 2024
236,71745,AD5,Discussion/Recitation,"Chettiar, T;Eagle, J",HIST,History,2024,Spring 2024
316,74282,B  ,Laboratory,"Segale, M",DANC,Dance,2024,Spring 2024
102,75599,A  ,Lecture-Discussion,"Goncalves, A",JOUR,Journalism,2024,Spring 2024
204,55395,OY ,Laboratory;Lecture,"Erving, A;Yenigun, O;Erving, A;Yenigun, O",UP,Urban and Regional Planning,2024,Spring 2024
489,76112,G  ,Laboratory-Discussion,"Diao, C;Liu, Y",GGIS,Geography & Geographic Information Science,2024,Spring 2024
425,56252,AB2,Laboratory,"Fatemi Heydarabad, A;Grift, T",ABE,Agricultural and Biological Engineering,2024,Spring 2024
590,61005,,Independent Study,,EURO,European Union Studies,2024,Spring 2024
402,34702,D4 ,Lecture-Discussion,"Ragheb, M",NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
310,36930,AB5,Laboratory,"Lee, S",ME,Mechanical Engineering,2024,Spring 2024
105,33392,P2 ,Lecture-Discussion,"Fadely, P",RHET,Rhetoric and Composition,2024,Spring 2024
224,63721,A  ,Online,"Pahre, B",PS,Political Science,2024,Spring 2024
572,73118,ASE,Discussion/Recitation,"Merret, J",ENG,Engineering,2024,Spring 2024
465,31955,ECP,Online,"Davenport, K",CI,Curriculum and Instruction,2024,Spring 2024
338,71720,B  ,Lecture-Discussion,"Clougherty, J",BADM,Business Administration,2024,Spring 2024
236,71746,AD6,Discussion/Recitation,"Chettiar, T;Eagle, J",HIST,History,2024,Spring 2024
316,74284,C  ,Laboratory,"Ayorinde, O",DANC,Dance,2024,Spring 2024
489,74193,UG ,Laboratory-Discussion,"Diao, C;Liu, Y",GGIS,Geography & Geographic Information Science,2024,Spring 2024
425,39997,AE1,Lecture-Discussion,"Grift, T",ABE,Agricultural and Biological Engineering,2024,Spring 2024
199,10232,,Independent Study,,ANSC,Animal Sciences,2024,Spring 2024
402,72560,ONL,Online,"Ragheb, M",NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
310,62952,A  ,Lecture,"Atiles Osoria, J",SOC,Sociology,2024,Spring 2024
595,30512,A  ,Studio,"Sibrian Mai, A",ARTD,Art--Design,2024,Spring 2024
310,36931,AB6,Laboratory,"Chettiar, K",ME,Mechanical Engineering,2024,Spring 2024
105,33393,P3 ,Lecture-Discussion,"Furlong, M",RHET,Rhetoric and Composition,2024,Spring 2024
615,39962,A  ,Online,"Rowell, A",LAW,Law,2024,Spring 2024
330,75997,ONL,Online,"Nguyen, T",CEE,Civil and Environmental Engineering,2024,Spring 2024
572,69306,ECE,Discussion/Recitation,"He, W",ENG,Engineering,2024,Spring 2024
236,71740,AL1,Lecture,"Chettiar, T",HIST,History,2024,Spring 2024
316,74286,D  ,Laboratory,"Owens, N",DANC,Dance,2024,Spring 2024
200,65581,A2 ,Online,"Ng, Y",JOUR,Journalism,2024,Spring 2024
199,49124,JE ,Lecture-Discussion,"Emmert, J",ANSC,Animal Sciences,2024,Spring 2024
225,61932,A  ,Lecture-Discussion,"Pahre, B",PS,Political Science,2024,Spring 2024
599,57855,,Independent Study,,EURO,European Union Studies,2024,Spring 2024
105,33398,P4 ,Lecture-Discussion,"Martin, C",RHET,Rhetoric and Composition,2024,Spring 2024
205,37260,RW1,Lecture-Discussion,"Basnet, V;Walker, R",UP,Urban and Regional Planning,2024,Spring 2024
330,31700,PQ ,Lecture-Discussion,"Nguyen, T;Smith, T;Zhou, A",CEE,Civil and Environmental Engineering,2024,Spring 2024
615,42003,G  ,Online,"Rowell, A",LAW,Law,2024,Spring 2024
310,36932,AB7,Laboratory,"Lee, S",ME,Mechanical Engineering,2024,Spring 2024
572,62629,ES ,Discussion/Recitation,"Uddin, R",ENG,Engineering,2024,Spring 2024
340,68609,B  ,Lecture-Discussion,"Barbeau, A",BADM,Business Administration,2024,Spring 2024
491,74194,A  ,Lecture-Discussion,"Rhoads, B",GGIS,Geography & Geographic Information Science,2024,Spring 2024
466,68570,B  ,Lecture-Discussion,"MacGregor, N",CI,Curriculum and Instruction,2024,Spring 2024
316,74290,F  ,Laboratory,"Lim, S",DANC,Dance,2024,Spring 2024
452,72308,LR1,Lecture-Discussion;Online,"Rodriguez, L;Rodriguez, L",ABE,Agricultural and Biological Engineering,2024,Spring 2024
199,57445,QQ ,Laboratory,"Schneider, A",ANSC,Animal Sciences,2024,Spring 2024
105,33395,P5 ,Lecture-Discussion,"Wu, P",RHET,Rhetoric and Composition,2024,Spring 2024
325,43468,A  ,Lecture,"Nance, C",SOC,Sociology,2024,Spring 2024
421,34715,L  ,Lecture-Discussion,"Sankaran, R",NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
599,10386,,Independent Study,,ARTD,Art--Design,2024,Spring 2024
310,36933,AB8,Laboratory,"Chun, S",ME,Mechanical Engineering,2024,Spring 2024
205,44310,RW2,Discussion/Recitation,"Basnet, V;Walker, R",UP,Urban and Regional Planning,2024,Spring 2024
340,73686,C  ,Lecture-Discussion,"Reinhard, D",BADM,Business Administration,2024,Spring 2024
572,75467,ME ,Discussion/Recitation,"Brewster, M;He, J",ENG,Engineering,2024,Spring 2024
241,75795,AD1,Discussion/Recitation,"Mathisen, R;Meinel, C",HIST,History,2024,Spring 2024
466,31957,ECP,Online,"Zanin, D",CI,Curriculum and Instruction,2024,Spring 2024
316,74292,G  ,Laboratory,"Sapozhnikov, A",DANC,Dance,2024,Spring 2024
205,61558,2  ,Lecture-Discussion,"Craft, S",JOUR,Journalism,2024,Spring 2024
230,49001,A  ,Lecture-Discussion,"Ahn, S",PS,Political Science,2024,Spring 2024
105,33429,P6 ,Lecture-Discussion,"Vowels, G",RHET,Rhetoric and Composition,2024,Spring 2024
350,31701,F  ,Lecture-Discussion,"Konar, M",CEE,Civil and Environmental Engineering,2024,Spring 2024
452,73989,LR2,Lecture-Discussion;Lecture-Discussion;Lecture-Discussion,"Rodriguez, L;Rodriguez, L;Rodriguez, L",ABE,Agricultural and Biological Engineering,2024,Spring 2024
310,36934,AB9,Laboratory,"Yang, Z",ME,Mechanical Engineering,2024,Spring 2024
241,75796,AD2,Discussion/Recitation,"Mathisen, R;Meinel, C",HIST,History,2024,Spring 2024
572,70572,PE ,Discussion/Recitation,"Andruczyk, D",ENG,Engineering,2024,Spring 2024
495,74195,NA ,Lecture-Discussion,"Alvarado, N",GGIS,Geography & Geographic Information Science,2024,Spring 2024
205,44311,RW3,Discussion/Recitation,"Basnet, V;Walker, R",UP,Urban and Regional Planning,2024,Spring 2024
624,35924,A  ,Lecture-Discussion,"Perkins, S",LAW,Law,2024,Spring 2024
105,32930,P7 ,Lecture-Discussion,"VanCalbergh, M",RHET,Rhetoric and Composition,2024,Spring 2024
201,71702,A  ,Laboratory;Lecture,"Nolan, D;Nolan, D",ANSC,Animal Sciences,2024,Spring 2024
230,49002,B  ,Lecture-Discussion,"Migotto Brandolt, L",PS,Political Science,2024,Spring 2024
316,74294,H  ,Laboratory,"Barbier, A;Gilmore, A",DANC,Dance,2024,Spring 2024
346,74169,A  ,Lecture-Discussion,"Roach, M",BADM,Business Administration,2024,Spring 2024
110,60868,B  ,Lecture-Discussion,"Huffman, R;Hunt, I;Laugesen, E",FAA,Fine and Applied Arts,2024,Spring 2024
241,75797,AD3,Discussion/Recitation,"Mathisen, R;Meinel, C",HIST,History,2024,Spring 2024
495,75452,NA4,Lecture-Discussion,"Alvarado, N",GGIS,Geography & Geographic Information Science,2024,Spring 2024
310,36935,ABA,Laboratory,"Kumar, V",ME,Mechanical Engineering,2024,Spring 2024
429,68869,D1 ,Lecture-Discussion,"Ruzic, D",NPRE,"Nuclear, Plasma, and Radiological Engineering",2024,Spring 2024
355,57161,A  ,Lecture-Discussion,"Lule, L",SOC,Sociology,2024,Spring 2024
624,42004,G  ,Lecture,"Perkins, S",LAW,Law,2024,Spring 2024
105,43000,P8 ,Lecture-Discussion,"Basu, S",RHET,Rhetoric and Composition,2024,Spring 2024
360,31702,B  ,Lecture-Discussion,"Cha, E;Jiang, Y",CEE,Civil and Environmental Engineering,2024,Spring 2024
473,43436,AD1,Discussion/Recitation,"Filkins, S",CI,Curriculum and Instruction,2024,Spring 2024
210,61565,AB1,Laboratory,"Averett, N",JOUR,Journalism,2024,Spring 2024
316,74653,I  ,Laboratory,"Emadian, E",DANC,Dance,2024,Spring 2024
241,75798,AD4,Discussion/Recitation,"Mathisen, R;Meinel, C",HIST,History,2024,Spring 2024
110,69421,D  ,Lecture-Discussion,"Laugesen, E;Mehrtens, B;Morrissette, J",FAA,Fine and Applied Arts,2024,Spring 2024
310,36936,ABB,Laboratory,"Lee, S",ME,Mechanical Engineering,2024,Spring 2024
454,67702,MLC,Lecture-Discussion,"Chu, M",ABE,Agricultural and Biological Engineering,2024,Spring 2024
101,68870,1  ,Lecture,"Bae, G;Espinel Porras, N;Lucero, J;Ostraff, K;Smith, N;Valentin Velilla, J",ARTE,Art--Education,2024,Spring 2024
573,70499,ALC,Discussion/Recitation,"Patel, S",ENG,Engineering,2024,Spring 2024
210,30561,AD2,Discussion/Recitation,"Damon, L;Mo, T",UP,Urban and Regional Planning,2024,Spring 2024
105,33400,Q1 ,Lecture-Discussion,"Fadely, P",RHET,Rhetoric and Composition,2024,Spring 2024
270,38149,AD1,Discussion/Recitation,"Tuhtasunov, I",PS,Political Science,2024,Spring 2024
350,39324,A  ,Lecture-Discussion,"Subramanyam, R",BADM,Business Administration,2024,Spring 2024
