CRN,Semester,Year,A_plus,A_stan,A_minus,B_plus,B_stan,B_minus,C_plus,C_stan,C_minus,D_plus,D_stan,D_minus,F_stan,CourseNum,DepartmentCode,CourseName,Instructor,Sched_Type,Avg_Grade
69781,Spring,2019,2,13,4,3,3,2,0,3,1,0,0,0,2,100,AAS,Intro Asian American Studies,"Espiritu, Augusto F",LCD,3.23
30107,Spring,2019,1,5,9,1,3,1,0,0,1,0,0,0,1,100,AAS,Intro Asian American Studies,"Thomas, Merin A",DIS,3.35
41729,Spring,2019,0,7,9,3,2,3,0,0,0,0,0,0,2,100,AAS,Intro Asian American Studies,"Thomas, Merin A",DIS,3.27
43832,Spring,2019,0,8,7,1,4,5,1,0,1,1,0,0,0,100,AAS,Intro Asian American Studies,"Lee, Sang S",DIS,3.28
48232,Spring,2019,0,7,4,2,5,5,0,2,0,1,0,0,2,100,AAS,Intro Asian American Studies,"Lee, Sang S",DIS,2.97
48234,Spring,2019,1,7,3,1,3,2,3,3,0,0,0,1,0,100,AAS,Intro Asian American Studies,"Kang, Yoonjung",DIS,3.1
50105,Spring,2019,1,5,4,0,3,6,1,2,1,0,1,0,0,100,AAS,Intro Asian American Studies,"Kang, Yoonjung",DIS,3.03
52317,Spring,2019,16,9,1,0,1,0,0,0,1,1,0,0,0,215,AAS,US Citizenship Comparatively,"Kwon, Soo Ah",LCD,3.78
57089,Spring,2019,0,7,4,4,10,9,3,1,3,1,2,0,0,225,ABE,ABE Principles: Bioenvironment,"Zhang, Yuanhui",LCD,2.89
57086,Spring,2019,11,10,10,2,4,4,1,1,1,1,0,0,2,226,ABE,ABE Principles: Bioprocessing,"Singh, Vijay",LCD,3.35
39997,Spring,2019,1,26,2,4,7,0,1,1,0,0,0,0,0,425,ABE,Engrg Measurement Systems,"Grift, Tony E",LCD,3.67
29872,Spring,2019,1,14,5,6,3,3,0,0,1,0,0,0,0,469,ABE,Industry-Linked Design Project,"Kalita, Prasanta K",LCD,3.55
69694,Spring,2019,0,13,6,2,0,0,0,0,0,0,0,0,0,498,ABE,Special Topics,"Wang, Xinlei",LCD,3.84
45418,Spring,2019,5,61,30,32,26,18,16,9,6,2,1,3,1,200,ACCY,Fundamentals of Accounting,"Silhan, Peter A",ONL,3.23
30111,Spring,2019,12,14,1,2,0,0,0,0,0,0,0,0,0,200,ACCY,Fundamentals of Accounting,"Zhang, Li",LCD,3.94
30112,Spring,2019,4,6,1,6,5,2,0,2,0,0,0,1,4,201,ACCY,Accounting and Accountancy I,"Sweetwood, Jason A",DIS,2.86
30113,Spring,2019,4,5,2,6,7,5,3,0,0,0,1,0,1,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,3.11
30114,Spring,2019,6,3,5,1,6,4,4,2,2,0,0,0,0,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,3.12
30115,Spring,2019,7,3,4,4,2,2,4,4,0,0,1,1,0,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,3.07
30116,Spring,2019,1,3,5,4,7,3,4,1,0,0,0,0,2,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,2.93
30117,Spring,2019,0,7,4,2,3,2,4,2,1,0,2,1,0,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,2.91
45631,Spring,2019,5,10,6,1,3,3,0,0,1,1,1,0,1,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,3.32
68828,Spring,2019,3,7,5,3,2,2,3,2,0,1,0,1,1,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,3.09
68829,Spring,2019,4,6,2,5,3,4,1,1,1,0,1,0,2,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,3.02
68830,Spring,2019,2,3,1,8,5,1,1,1,4,1,2,1,0,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,2.77
68831,Spring,2019,3,7,2,4,6,3,1,1,4,2,0,0,0,201,ACCY,Accounting and Accountancy I,"Fisher, Mitchell B",DIS,3.04
30147,Spring,2019,7,8,1,7,3,3,0,1,2,0,0,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.42
30121,Spring,2019,3,6,0,2,7,6,3,2,1,0,1,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.01
30123,Spring,2019,7,8,3,4,10,0,2,0,2,0,1,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.33
30140,Spring,2019,2,8,2,5,10,1,2,0,2,0,2,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.14
30143,Spring,2019,5,8,1,7,9,2,0,4,0,0,1,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.25
30151,Spring,2019,9,10,0,6,10,0,1,1,0,0,0,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.52
30159,Spring,2019,5,6,1,8,11,1,0,2,0,0,0,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.35
30161,Spring,2019,10,10,0,7,4,0,2,2,2,0,0,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.44
30168,Spring,2019,6,7,1,6,3,3,2,4,2,0,0,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.2
30171,Spring,2019,3,8,0,2,9,3,2,1,3,0,0,0,1,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.04
30176,Spring,2019,3,7,0,4,12,3,1,3,0,0,1,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.14
30179,Spring,2019,7,5,1,5,8,3,3,0,0,0,1,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.28
30182,Spring,2019,3,7,1,6,9,1,4,0,1,0,1,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.19
30186,Spring,2019,1,7,2,5,7,4,2,1,2,0,2,0,0,202,ACCY,Accounting and Accountancy II,"Shapland, Julia P",DIS,3.02
30192,Spring,2019,0,4,5,3,3,3,2,1,1,0,2,1,0,301,ACCY,Atg Measurement & Disclosure,"Davis, Gregory L",LCD,2.89
30195,Spring,2019,5,11,3,2,2,2,0,0,0,0,0,0,0,301,ACCY,Atg Measurement & Disclosure,"Davis, Gregory L",LCD,3.72
30197,Spring,2019,3,3,4,5,6,2,1,0,1,0,0,0,1,301,ACCY,Atg Measurement & Disclosure,"Davis, Gregory L",LCD,3.18
30200,Spring,2019,3,3,6,8,3,3,0,0,0,0,0,0,0,301,ACCY,Atg Measurement & Disclosure,"Mendoza, Kimberly",LCD,3.45
30201,Spring,2019,3,2,8,10,0,0,0,1,0,0,1,1,0,301,ACCY,Atg Measurement & Disclosure,"Li, Wei",LCD,3.32
30203,Spring,2019,4,4,1,7,4,1,1,1,0,1,1,0,1,301,ACCY,Atg Measurement & Disclosure,"Mendoza, Kimberly",LCD,3.09
60043,Spring,2019,2,6,7,4,2,1,2,0,0,0,0,1,0,302,ACCY,Decision Making for Atg,"Fanning, Kirsten B",LCD,3.4
30211,Spring,2019,3,2,5,9,3,0,1,0,0,1,0,0,0,302,ACCY,Decision Making for Atg,"Fanning, Kirsten B",LCD,3.37
30212,Spring,2019,0,8,4,4,4,3,1,1,0,0,0,0,0,302,ACCY,Decision Making for Atg,"Finnegan, Thomas",LCD,3.37
30228,Spring,2019,1,3,10,7,1,1,1,0,0,0,0,0,0,302,ACCY,Decision Making for Atg,"Finnegan, Thomas",LCD,3.5
30232,Spring,2019,0,3,5,9,5,2,0,0,1,0,0,0,0,302,ACCY,Decision Making for Atg,"Fanning, Kirsten B",LCD,3.29
30255,Spring,2019,0,1,8,4,7,1,1,0,0,0,0,0,0,302,ACCY,Decision Making for Atg,"Finnegan, Thomas",LCD,3.3
30267,Spring,2019,1,14,1,2,3,2,0,1,1,0,0,0,2,303,ACCY,Atg Institutions and Reg,"Hamm, Brian K",LCD,3.27
30271,Spring,2019,4,5,4,1,5,2,3,2,0,0,0,1,0,303,ACCY,Atg Institutions and Reg,"Schwartz, Rachel",LCD,3.19
30274,Spring,2019,0,13,2,2,0,0,2,0,1,0,1,0,1,303,ACCY,Atg Institutions and Reg,"Hamm, Brian K",LCD,3.33
30276,Spring,2019,1,5,6,12,0,0,2,0,0,2,0,0,0,303,ACCY,Atg Institutions and Reg,"Li, Wei",LCD,3.33
30278,Spring,2019,9,8,4,2,2,0,0,0,0,0,1,0,1,303,ACCY,Atg Institutions and Reg,"Schwartz, Rachel",LCD,3.57
46358,Spring,2019,8,7,4,1,1,2,2,1,0,0,0,1,2,303,ACCY,Atg Institutions and Reg,"Schwartz, Rachel",LCD,3.23
30286,Spring,2019,1,7,6,7,8,7,0,0,0,0,0,0,0,304,ACCY,Accounting Control Systems,"Wu, Martin G",LCD,3.33
30291,Spring,2019,0,1,9,8,11,4,3,0,0,0,0,0,0,304,ACCY,Accounting Control Systems,"Wu, Martin G",LCD,3.18
30294,Spring,2019,1,3,11,3,11,4,2,0,0,0,0,0,0,304,ACCY,Accounting Control Systems,"Wu, Martin G",LCD,3.28
30296,Spring,2019,0,14,8,5,3,3,0,1,1,0,0,0,0,304,ACCY,Accounting Control Systems,"Wang, Wei",LCD,3.51
30299,Spring,2019,0,5,7,3,7,2,0,4,1,0,2,0,0,304,ACCY,Accounting Control Systems,"Wang, Wei",LCD,3.02
30334,Spring,2019,0,7,4,4,5,2,2,0,1,0,0,0,0,312,ACCY,Principles of Taxation,"Hutchens, Michelle L",LCD,3.31
30335,Spring,2019,0,4,4,5,10,1,1,1,0,0,0,0,0,312,ACCY,Principles of Taxation,"Hutchens, Michelle L",LCD,3.24
30336,Spring,2019,6,4,2,2,4,3,2,1,1,0,0,0,1,312,ACCY,Principles of Taxation,"Penn, Michael W",LCD,3.17
39460,Spring,2019,0,6,8,4,1,6,1,0,0,0,0,0,0,312,ACCY,Principles of Taxation,"Hutchens, Michelle L",LCD,3.39
48959,Spring,2019,0,15,0,0,9,0,0,2,0,0,0,0,0,312,ACCY,Principles of Taxation,"Chatterton, Angel",LCD,3.5
56978,Spring,2019,7,4,6,1,5,1,0,1,1,0,0,0,0,312,ACCY,Principles of Taxation,"Penn, Michael W",LCD,3.49
63525,Spring,2019,0,5,0,0,12,0,0,6,0,0,0,0,0,312,ACCY,Principles of Taxation,"Chatterton, Angel",LCD,2.96
30412,Spring,2019,61,3,1,2,0,0,0,4,0,0,0,0,0,398,ACCY,Practical Problems in Atg,"Nekrasz, Frank",ONL,3.86
63823,Spring,2019,138,3,1,1,0,0,0,4,0,0,0,0,0,398,ACCY,Practical Problems in Atg,"Nekrasz, Frank",ONL,3.94
30315,Spring,2019,0,5,10,13,2,0,1,0,0,0,0,0,0,405,ACCY,Assurance and Attestation,"Thompson, Anne M",LCD,3.49
30324,Spring,2019,0,4,2,16,4,1,1,0,0,0,0,0,0,405,ACCY,Assurance and Attestation,"Thompson, Anne M",LCD,3.34
60044,Spring,2019,0,9,2,1,6,1,1,3,1,0,0,0,0,410,ACCY,Advanced Financial Reporting,"Chen, Ciao-Wei",LCD,3.24
60045,Spring,2019,0,3,3,8,1,2,3,2,1,0,0,0,0,410,ACCY,Advanced Financial Reporting,"Ibrahim, Adel Nematallah",LCD,3.07
61733,Spring,2019,0,8,6,4,9,0,0,0,0,0,0,0,0,410,ACCY,Advanced Financial Reporting,"Chen, Ciao-Wei",LCD,3.5
61734,Spring,2019,0,4,4,2,9,2,0,1,0,0,0,0,0,410,ACCY,Advanced Financial Reporting,"Chen, Ciao-Wei",LCD,3.27
61758,Spring,2019,1,7,2,2,2,4,2,0,1,0,0,0,0,410,ACCY,Advanced Financial Reporting,"Kustanovich, Michael",LCD,3.31
61759,Spring,2019,0,4,5,3,4,5,3,0,0,0,0,0,0,410,ACCY,Advanced Financial Reporting,"Ibrahim, Adel Nematallah",LCD,3.19
63503,Spring,2019,0,8,3,8,7,2,0,0,0,0,0,0,0,415,ACCY,Auditing Stds and Practice,"Lullo, Michael J",LCD,3.43
65157,Spring,2019,0,5,3,4,11,3,2,0,1,0,0,0,0,415,ACCY,Auditing Stds and Practice,"Ciconte, William",LCD,3.16
65158,Spring,2019,0,9,7,8,1,1,2,0,1,0,0,0,0,415,ACCY,Auditing Stds and Practice,"Ciconte, William",LCD,3.46
65159,Spring,2019,0,5,4,7,4,3,1,2,2,0,0,1,0,415,ACCY,Auditing Stds and Practice,"Lullo, Michael J",LCD,3.05
61737,Spring,2019,7,0,8,5,1,0,1,0,0,0,0,0,0,451,ACCY,Advanced Income Tax Problems,"Donohoe, Michael P",LCD,3.62
61739,Spring,2019,0,10,0,0,5,0,0,6,0,0,0,0,0,451,ACCY,Advanced Income Tax Problems,"Holder, Charles B",LCD,3.19
61743,Spring,2019,2,5,5,7,4,2,0,0,0,0,0,0,1,451,ACCY,Advanced Income Tax Problems,"Hutchens, Matthew",LCD,3.39
68843,Spring,2019,6,7,1,2,6,1,1,3,1,0,0,0,0,451,ACCY,Advanced Income Tax Problems,"Alt, Amanda J",LCD,3.34
68872,Spring,2019,19,21,12,5,5,2,2,0,0,0,0,1,2,501,ACCY,Accounting Analysis I A,"Augusto Sampaio, Gerlando",ONL,3.57
68873,Spring,2019,30,21,9,2,1,4,0,0,0,0,0,0,2,501,ACCY,Accounting Analysis I B,"Augusto Sampaio, Gerlando",ONL,3.73
67590,Spring,2019,12,14,52,22,13,7,0,2,0,0,0,0,0,502,ACCY,Accounting Analysis II A,"Hepp, John",ONL,3.52
67591,Spring,2019,13,40,27,14,21,5,0,0,0,0,0,0,0,502,ACCY,Accounting Analysis II B,"Hepp, John",ONL,3.62
44637,Spring,2019,0,16,10,6,0,0,0,0,0,0,0,0,0,503,ACCY,Managerial Accounting,"Curtis, Susan M",LCD,3.77
67610,Spring,2019,0,47,24,8,4,1,0,1,0,0,0,0,0,503,ACCY,Managerial Accounting A,"Hecht, Gary W",ONL,3.76
67611,Spring,2019,0,41,18,10,7,3,2,2,1,0,0,0,0,503,ACCY,Managerial Accounting B,"Hecht, Gary W",ONL,3.6
69063,Spring,2019,0,260,86,160,103,34,11,6,0,0,0,0,0,503,ACCY,Managerial Accounting,"Hecht, Gary W",ONL,3.52
69478,Spring,2019,4,7,8,2,3,2,0,0,1,0,0,0,0,503,ACCY,Managerial Accounting,"Williamson, Michael",LCD,3.56
69208,Spring,2019,0,23,5,10,4,1,1,2,0,0,0,0,0,503,ACCY,Managerial Accounting,"Hecht, Gary W",ONL,3.58
66494,Spring,2019,8,14,9,7,2,0,0,0,0,0,0,0,0,506,ACCY,Advanced Topics in Accounting,"Urcan, Oktay",LCD,3.76
66495,Spring,2019,9,10,6,7,5,0,0,0,0,0,0,0,0,506,ACCY,Advanced Topics in Accounting,"Urcan, Oktay",LCD,3.68
66496,Spring,2019,2,7,5,12,3,0,0,0,0,0,0,0,0,506,ACCY,Advanced Topics in Accounting,"Urcan, Oktay",LCD,3.56
67722,Spring,2019,0,28,6,3,3,3,3,2,1,0,0,0,0,507,ACCY,Taxation of Bus Entities A,"Donohoe, Michael P",ONL,3.54
67725,Spring,2019,26,8,4,3,3,1,2,0,0,0,0,0,0,507,ACCY,Taxation of Bus Entities B,"Donohoe, Michael P",ONL,3.77
44865,Spring,2019,5,10,0,2,3,1,0,0,0,0,0,0,0,510,ACCY,Financial Reporting Standards,"Steward, Cynthia G",LCD,3.73
46889,Spring,2019,0,12,0,6,2,0,1,0,0,0,0,0,0,510,ACCY,Financial Reporting Standards,"Brown, Nerissa",LCD,3.63
46890,Spring,2019,0,14,0,2,4,1,0,0,0,0,0,0,0,510,ACCY,Financial Reporting Standards,"Brown, Nerissa",LCD,3.68
30434,Spring,2019,0,18,10,4,4,0,0,0,0,0,0,0,0,512,ACCY,Data Analytics for Mgmt Acctg,"Chen, Xiaoling",LCD,3.72
30436,Spring,2019,0,13,14,6,2,1,0,0,0,0,0,0,0,512,ACCY,Data Analytics for Mgmt Acctg,"Chen, Xiaoling",LCD,3.67
30437,Spring,2019,0,13,12,4,1,0,0,0,0,0,0,0,0,512,ACCY,Data Analytics for Mgmt Acctg,"Chen, Xiaoling",LCD,3.75
44467,Spring,2019,0,5,5,5,7,0,0,0,0,0,0,0,0,515,ACCY,Auditing & Assurance Standards,"Williams, Devin J",LCD,3.45
46360,Spring,2019,0,6,8,5,2,1,0,0,0,0,0,0,0,515,ACCY,Auditing & Assurance Standards,"Williams, Devin J",LCD,3.58
48423,Spring,2019,0,4,4,2,8,5,0,1,0,0,0,0,0,515,ACCY,Auditing & Assurance Standards,"Williams, Devin J",LCD,3.2
30428,Spring,2019,6,14,3,2,0,1,0,0,0,0,0,0,0,517,ACCY,Financial Statement Analysis,"Li, Yue",LCD,3.86
30431,Spring,2019,2,5,14,3,3,0,0,0,0,0,0,0,0,517,ACCY,Financial Statement Analysis,"Brown, Timothy J",LCD,3.64
58688,Spring,2019,0,9,8,5,0,0,0,0,0,0,0,0,0,517,ACCY,Financial Statement Analysis,"Brown, Timothy J",LCD,3.73
61747,Spring,2019,0,13,7,1,1,0,0,0,0,0,0,0,0,517,ACCY,Financial Statement Analysis,"Li, Yue",LCD,3.82
63200,Spring,2019,3,7,6,8,11,0,0,0,0,0,0,0,0,517,ACCY,Financial Statement Analysis,"Brown, Timothy J",LCD,3.48
63202,Spring,2019,0,1,8,9,3,1,0,1,0,0,0,0,0,517,ACCY,Financial Statement Analysis,"Hamm, Brian K",LCD,3.35
30438,Spring,2019,0,5,2,7,12,0,0,0,0,0,0,0,0,552,ACCY,Partnership Income Taxation,"Sternburg, Thomas",LCD,3.33
30440,Spring,2019,0,2,4,6,10,0,0,0,0,0,0,0,0,552,ACCY,Partnership Income Taxation,"Sternburg, Thomas",LCD,3.3
64806,Spring,2019,0,13,14,2,1,0,0,0,0,0,0,0,0,575,ACCY,Data Analytics Apps in ACCY,"Anand, Vic",LCD,3.77
67001,Spring,2019,1,19,13,1,1,0,0,0,0,0,0,0,0,575,ACCY,Data Analytics Apps in ACCY,"Anand, Vic",LCD,3.83
67002,Spring,2019,1,13,15,5,0,0,0,0,0,0,0,0,0,575,ACCY,Data Analytics Apps in ACCY,"Anand, Vic",LCD,3.76
66491,Spring,2019,6,27,1,0,0,1,0,0,0,0,0,0,0,575,ACCY,Data Analytics Apps in ACCY,"Hobson, Jessen L",LCD,3.95
66492,Spring,2019,5,24,1,4,0,1,0,0,0,0,0,0,0,575,ACCY,Data Analytics Apps in ACCY,"Hobson, Jessen L",LCD,3.88
66493,Spring,2019,2,26,1,5,0,0,0,0,0,0,0,0,0,575,ACCY,Data Analytics Apps in ACCY,"Hobson, Jessen L",LCD,3.89
30470,Spring,2019,1,0,4,1,6,1,1,5,2,0,2,1,0,100,ACE,Agr Cons and Resource Econ,"Gundersen, Lisa C",DIS,2.54
30473,Spring,2019,0,2,2,2,1,2,2,6,2,2,2,1,1,100,ACE,Agr Cons and Resource Econ,"Gundersen, Lisa C",DIS,2.23
30480,Spring,2019,1,4,2,2,5,2,3,1,0,0,2,3,0,100,ACE,Agr Cons and Resource Econ,"Gundersen, Lisa C",DIS,2.69
30486,Spring,2019,0,18,0,0,7,0,0,1,0,0,0,0,0,161,ACE,Microcomputer Applications,"Lo, Alexander C",LBD,3.65
30504,Spring,2019,0,11,0,0,9,0,0,4,0,0,0,0,0,161,ACE,Microcomputer Applications,"Burnett, Meghan L",LBD,3.29
30505,Spring,2019,0,18,0,0,7,0,0,1,0,0,0,0,1,161,ACE,Microcomputer Applications,"Lo, Alexander C",LBD,3.52
30487,Spring,2019,0,16,0,0,4,0,0,5,0,0,0,0,1,161,ACE,Microcomputer Applications,"Lo, Alexander C",LBD,3.31
30507,Spring,2019,0,15,0,0,6,0,0,1,0,0,1,0,0,161,ACE,Microcomputer Applications,"Lo, Alexander C",LBD,3.52
30509,Spring,2019,8,14,6,2,3,0,2,0,0,0,0,0,0,161,ACE,Microcomputer Applications,"Fernandes Tomon, Andre",ONL,3.72
30491,Spring,2019,3,6,5,1,0,4,3,0,0,1,0,0,0,161,ACE,Microcomputer Applications,"Forrest, Samantha S",LBD,3.33
30513,Spring,2019,0,15,0,0,5,0,0,2,0,0,0,0,0,161,ACE,Microcomputer Applications,"Burnett, Meghan L",ONL,3.59
30493,Spring,2019,0,16,0,0,8,0,0,0,0,0,1,0,2,161,ACE,Microcomputer Applications,"Lo, Alexander C",LBD,3.3
30494,Spring,2019,0,15,0,0,8,0,0,2,0,0,1,0,0,161,ACE,Microcomputer Applications,"Lo, Alexander C",LBD,3.42
48873,Spring,2019,4,6,1,2,3,1,1,1,2,0,0,0,1,161,ACE,Microcomputer Applications,"Fernandes Tomon, Andre",LBD,3.17
48181,Spring,2019,0,48,0,0,5,0,0,0,0,0,0,0,0,199,ACE,Digital Mktg and Social Media,"Lo, Alexander C",LCD,3.91
30528,Spring,2019,14,37,6,13,15,5,4,6,2,2,4,0,5,210,ACE,Environmental Economics,"Ordonez Morales, Pablo J",LEC,3.18
55458,Spring,2019,17,66,32,19,18,8,8,3,2,0,2,0,1,231,ACE,Food and Agribusiness Mgt,"Stoddard, Paul B",LCD,3.51
30577,Spring,2019,4,8,10,8,9,5,4,1,0,1,0,0,0,232,ACE,Farm Management,"Stoddard, Paul B",LCD,3.29
49899,Spring,2019,13,15,4,6,15,2,3,5,2,0,2,2,2,240,ACE,Personal Financial Planning,"Xu, Yilan",LEC,3.11
55444,Spring,2019,57,104,0,0,25,0,0,5,0,0,3,0,3,240,ACE,Personal Financial Planning,"Lemoine, Craig",ONL,3.72
39440,Spring,2019,0,34,8,11,13,7,7,0,3,2,1,0,1,251,ACE,The World Food Economy,"Gundersen, Craig",LEC,3.27
44225,Spring,2019,7,11,5,0,3,2,0,0,0,0,0,0,0,254,ACE,Economic Systems in Africa,"Amadu, Festus O",LCD,3.74
67437,Spring,2019,32,17,1,0,2,0,1,1,0,0,1,0,1,255,ACE,Econ of Food & Enviro Justice,"Ando, Amy W",LEC,3.77
60578,Spring,2019,5,16,9,9,8,7,2,2,1,0,2,0,1,261,ACE,Applied Statistical Methods,"Gundersen, Lisa C",LEC,3.26
30581,Spring,2019,0,18,2,10,15,11,5,6,0,2,1,0,1,270,ACE,Consumer Economics,"Gundersen, Craig",LEC,3.02
60459,Spring,2019,5,20,12,13,5,3,3,3,4,1,0,0,1,310,ACE,Natural Resource Economics,"Brazee, Richard J",LEC,3.3
64483,Spring,2019,1,7,7,1,1,1,0,1,3,0,0,1,0,341,ACE,Contemporary Issues in Policy,"Finnegan, Ann B",LCD,3.23
53547,Spring,2019,12,10,6,7,2,6,0,0,3,0,1,0,1,360,ACE,Spreadsheet Models & Applic,"Doehring, Todd A",LBD,3.36
53546,Spring,2019,13,10,13,5,2,3,2,1,3,0,0,0,0,360,ACE,Spreadsheet Models & Applic,"Naughton, Conner J",LBD,3.5
50033,Spring,2019,0,11,5,2,1,0,0,0,0,0,0,1,1,398,ACE,App Stat Mthds & Data Anlytcs2,"Mallory, Mindy L",LCD,3.46
30584,Spring,2019,6,12,3,5,6,0,2,2,0,0,0,2,0,398,ACE,Intermediate App Micro Theory,"Ando, Amy W",CNF,3.36
30588,Spring,2019,2,6,7,2,6,0,1,0,0,0,0,0,0,403,ACE,Agricultural Law,"Coppess, Jonathan",LCD,3.54
30592,Spring,2019,3,1,4,4,6,4,0,1,1,1,2,0,0,427,ACE,Commodity Price Analysis,"Irwin, Scott H",LCD,2.95
57692,Spring,2019,21,4,3,5,0,1,0,0,1,1,1,0,0,428,ACE,Commodity Futures and Options,"Tremacoldi Ross, Pedro",LCD,3.63
43567,Spring,2019,1,3,7,6,5,4,5,0,0,0,3,0,0,430,ACE,Food Marketing,"Goldsmith, Peter D",LCD,3
30593,Spring,2019,4,23,2,5,4,7,0,0,0,0,0,0,0,431,ACE,Agri-food Strategic Management,"Moss, LeeAnn E",LCD,3.62
58953,Spring,2019,3,18,5,6,14,3,2,2,1,0,0,0,0,435,ACE,Global Agribusiness Management,"Schnitkey, Gary D",LCD,3.38
55460,Spring,2019,0,18,3,2,6,1,1,0,0,0,0,0,0,440,ACE,Finan Plan for Professionals,"Allen, Sharon C",LCD,3.63
55323,Spring,2019,2,8,2,1,6,2,0,5,2,0,1,6,0,444,ACE,Finan Serv & Invest Plan,"Sherrick, Bruce J",LCD,2.64
49906,Spring,2019,4,12,0,8,1,6,2,3,1,0,2,3,0,446,ACE,Modeling App's Finan Plan,"Sherrick, Bruce J",LBD,3
52915,Spring,2019,4,21,6,4,11,2,0,2,0,0,0,0,0,449,ACE,Retirement & Benefit Planning,"Xu, Yilan",LCD,3.55
49908,Spring,2019,0,6,7,3,6,2,4,0,0,0,0,0,0,451,ACE,Agriculture in Intl Dev,"McNamara, Paul E",LCD,3.31
30604,Spring,2019,0,5,5,7,6,7,9,4,1,0,0,0,0,474,ACE,Econ of Consumption,"Lyons, Angela C",LCD,2.94
62223,Spring,2019,0,8,14,8,8,2,1,0,0,0,0,0,0,476,ACE,Behavioral Economics,"Lyons, Angela C",LCD,3.46
69128,Spring,2019,9,7,6,1,2,0,0,0,0,0,0,0,0,199,ACES,Interpersonal Intelligence,"Smist, Jennifer A",ONL,3.81
69129,Spring,2019,31,28,11,4,3,3,1,0,2,3,0,2,10,199,ACES,Leading Organizations & Commun,"Smist, Jennifer A",ONL,3.24
60077,Spring,2019,47,149,17,12,58,2,2,2,1,0,1,1,4,150,ADV,Introduction to Advertising,"Hall, Steven R",LCD,3.64
68850,Spring,2019,1,5,1,1,14,1,1,6,0,0,1,1,0,281,ADV,Advertising Research Methods,"Wang, Yanyun",DIS,2.86
68854,Spring,2019,0,5,0,0,11,1,1,4,0,1,0,0,0,281,ADV,Advertising Research Methods,"Vargas, Patrick T",DIS,2.93
68855,Spring,2019,0,9,1,0,10,1,0,3,0,0,1,0,0,281,ADV,Advertising Research Methods,"Wang, Yanyun",DIS,3.17
68856,Spring,2019,1,4,0,1,10,0,0,11,0,0,2,0,0,281,ADV,Advertising Research Methods,"Ren, Yilin",DIS,2.67
60080,Spring,2019,0,25,15,8,2,0,0,0,0,0,0,0,0,283,ADV,Advertising and Brand Strategy,"Mabry-Flynn, Amanda D",LCD,3.75
60081,Spring,2019,0,17,11,4,7,1,0,0,0,0,0,0,1,283,ADV,Advertising and Brand Strategy,"Mabry-Flynn, Amanda D",LCD,3.55
67033,Spring,2019,25,32,5,4,6,2,1,1,0,0,2,0,0,305,ADV,Digital ADV Content,"Yao, Mike Z",LCD,3.71
54936,Spring,2019,4,35,10,5,40,5,7,12,1,0,1,0,2,310,ADV,Intro to Public Relations,"Wirtz, John",LCD,3.16
65258,Spring,2019,0,7,8,8,7,5,1,2,0,0,0,0,0,311,ADV,Classic Campaigns,"Chambers, Jason P",LCD,3.28
60084,Spring,2019,0,2,3,9,7,8,4,4,2,0,0,1,0,312,ADV,Advertising History,"Chambers, Jason P",LCD,2.82
60085,Spring,2019,0,15,17,17,12,15,5,7,2,0,0,1,0,390,ADV,Content Creation,"Sheldon, Peter S",LCD,3.13
50144,Spring,2019,4,9,10,10,7,4,3,1,0,0,0,0,0,410,ADV,Public Relations Strategies,"Oh, Sanghwa",LCD,3.39
39501,Spring,2019,1,7,9,11,5,1,0,1,0,0,0,0,0,410,ADV,Public Relations Strategies,"Oh, Sanghwa",LCD,3.47
60087,Spring,2019,6,7,8,9,6,6,1,2,2,0,2,1,0,460,ADV,Innovation in Advertising,"Ham, Chang Dae",LCD,3.15
61526,Spring,2019,9,11,9,9,3,4,3,1,2,0,0,0,0,460,ADV,Innovation in Advertising,"Ham, Chang Dae",LCD,3.43
