CRN,Semester,Year,A_plus,A_stan,A_minus,B_plus,B_stan,B_minus,C_plus,C_stan,C_minus,D_plus,D_stan,D_minus,F_stan,CourseNum,DepartmentCode,CourseName,Instructor,Sched_Type,Avg_Grade
30579,Fall ,2020,0,10,2,2,11,6,1,4,2,0,1,0,3,419,NRES,Env and Plant Ecosystems,"Matthews, Jeffrey W",ONL,2.8
72943,Fall ,2020,32,15,13,5,6,4,1,2,0,0,0,0,2,421,NRES,Quantitative Methods in NRES,"Yannarell, Anthony",OLC,3.59
30583,Fall ,2020,0,1,7,11,1,6,1,2,3,0,0,1,2,429,NRES,Aquatic Ecosystem Conservation,"Suski, Cory D",ONL,2.78
40130,Fall ,2020,4,16,11,7,9,10,3,6,1,0,1,0,2,454,NRES,GIS in Natural Resource Mgmt,"Stickley, Samuel F",LEC,3.13
62154,Fall ,2020,3,6,6,2,1,0,0,1,1,0,0,0,1,454,NRES,GIS in Natural Resource Mgmt,"Allan, Kingsley M",ONL,3.4
34572,Fall ,2020,5,2,1,6,1,2,1,2,1,0,1,1,1,472,NRES,Environmental Psychology,"Kuo, Ming",ONL,2.9
66956,Fall ,2020,2,14,4,1,0,1,0,0,0,0,0,0,0,593,NRES,Statistical Methods in Ecology,"Benson, Thomas J",ONL,3.85
50619,Fall ,2020,3,5,3,2,6,0,0,2,0,0,0,0,1,101,PHIL,Introduction to Philosophy,"Reese, Brian A",OD,3.26
57440,Fall ,2020,1,7,3,3,6,1,0,2,0,0,0,0,0,101,PHIL,Introduction to Philosophy,"Reese, Brian A",DIS,3.38
42013,Fall ,2020,0,3,4,2,4,1,2,2,0,0,1,0,3,101,PHIL,Introduction to Philosophy,"Reese, Brian A",OD,2.62
51407,Fall ,2020,0,6,4,3,5,0,0,1,0,0,0,0,2,101,PHIL,Introduction to Philosophy,"Reese, Brian A",DIS,3.13
51408,Fall ,2020,1,5,2,1,4,1,1,4,0,0,0,1,1,101,PHIL,Introduction to Philosophy,"Reese, Brian A",OD,2.87
75462,Fall ,2020,1,10,2,1,9,0,0,0,0,0,1,0,1,101,PHIL,Introduction to Philosophy,"Reese, Brian A",ONL,3.31
70125,Fall ,2020,5,45,34,12,23,11,7,10,3,1,4,0,9,102,PHIL,Logic and Reasoning,"Fitts, Jesse J",ONL,3.11
69272,Fall ,2020,0,52,11,16,23,23,6,13,9,4,8,4,31,102,PHIL,Logic and Reasoning,"Fitts, Jesse J",ONL,2.52
32666,Fall ,2020,3,2,2,2,1,2,0,2,0,3,0,2,2,103,PHIL,Logic and Reasoning QR II,"Weaver, Christopher G",DIS,2.46
57961,Fall ,2020,1,3,3,6,3,4,2,0,0,0,0,0,2,105,PHIL,Introduction to Ethics,"Bojanowski, Jochen",OD,2.97
57962,Fall ,2020,2,0,4,2,7,0,1,1,1,0,1,0,3,105,PHIL,Introduction to Ethics,"Bojanowski, Jochen",OD,2.61
30618,Fall ,2020,0,34,1,3,1,8,2,0,1,0,1,1,2,202,PHIL,Symbolic Logic,"Fitts, Jesse J",ONL,3.37
30620,Fall ,2020,5,21,8,8,16,0,1,1,1,1,1,0,3,203,PHIL,Ancient Philosophy,"Reese, Brian A",ONL,3.28
30623,Fall ,2020,2,10,7,12,11,2,4,3,0,0,0,1,8,206,PHIL,Early Modern Philosophy,"Weinberg, Shelley E",ONL,2.8
45629,Fall ,2020,1,21,7,0,1,0,1,0,0,0,0,0,0,210,PHIL,Ethics,"Varden, Helga",ONL,3.84
71465,Fall ,2020,2,8,8,5,4,1,0,0,0,0,1,0,0,214,PHIL,Biomedical Ethics,"Livengood, Jonathan M",ONL,3.51
34784,Fall ,2020,0,6,3,6,3,0,0,0,0,0,0,0,3,230,PHIL,Philosophy of Religion Intro,"Sussman, David G",ONL,3.05
30658,Fall ,2020,0,16,6,2,0,0,0,1,0,0,1,0,0,421,PHIL,Ethical Theories,"Varden, Helga",ONL,3.68
30661,Fall ,2020,2,2,7,5,4,2,1,1,1,0,0,0,2,426,PHIL,Metaphysics,"Saenz, Noel B",ONL,3.03
52098,Fall ,2020,4,6,11,1,1,0,0,0,0,0,0,0,1,477,PHIL,Philosophy of Psychology,"Livengood, Jonathan M",ONL,3.62
34792,Fall ,2020,35,35,23,13,14,11,10,2,3,3,0,2,1,100,PHYS,Thinking About Physics,"Kuo, Eric P",OLC,3.4
56866,Fall ,2020,38,22,15,13,13,3,6,4,4,2,1,1,3,100,PHYS,Thinking About Physics,"Kuo, Eric P",OLC,3.35
34813,Fall ,2020,20,25,26,12,22,19,11,16,6,8,7,7,3,101,PHYS,College Physics: Mech & Heat,"Gammie, Charles F",OLC,2.87
34816,Fall ,2020,18,28,14,14,16,8,13,17,3,5,5,5,3,101,PHYS,College Physics: Mech & Heat,"Gammie, Charles F",OLC,2.92
34469,Fall ,2020,21,16,12,13,6,8,10,4,10,6,2,2,0,102,PHYS,College Physics: E&M & Modern,"Schulte, Elaine C",OLC,3.04
34471,Fall ,2020,17,12,14,8,8,5,3,9,6,2,2,3,0,102,PHYS,College Physics: E&M & Modern,"Schulte, Elaine C",OLC,3.07
55650,Fall ,2020,49,51,16,14,12,14,8,9,11,9,1,1,3,211,PHYS,University Physics: Mechanics,"Stelzer, Timothy J",OLC,3.27
34564,Fall ,2020,46,48,15,13,17,18,9,11,6,4,2,4,1,211,PHYS,University Physics: Mechanics,"Stelzer, Timothy J",OLC,3.28
34566,Fall ,2020,38,30,14,14,12,4,7,8,5,5,1,1,0,211,PHYS,University Physics: Mechanics,"Stelzer, Timothy J",OLC,3.35
43044,Fall ,2020,39,40,29,21,31,37,25,22,26,3,0,0,5,212,PHYS,University Physics: Elec & Mag,"Sickles, Anne M",OLC,3
34734,Fall ,2020,52,46,27,24,22,25,19,25,26,2,2,1,7,212,PHYS,University Physics: Elec & Mag,"Sickles, Anne M",OLC,3.05
34736,Fall ,2020,24,23,11,17,10,6,23,13,16,2,0,1,1,212,PHYS,University Physics: Elec & Mag,"Mahmood, Fahad",OLC,3
55938,Fall ,2020,26,16,5,8,9,9,6,5,10,2,0,0,4,212,PHYS,University Physics: Elec & Mag,"Mahmood, Fahad",OLC,3.07
71589,Fall ,2020,58,25,14,30,21,20,15,23,19,10,5,9,1,213,PHYS,Univ Physics: Thermal Physics,"Bradlyn, Barry J",OLC,2.95
71590,Fall ,2020,55,39,28,22,19,33,19,19,16,8,12,8,1,213,PHYS,Univ Physics: Thermal Physics,"Bradlyn, Barry J",OLC,2.99
34891,Fall ,2020,23,22,29,21,19,14,13,13,5,4,1,2,1,214,PHYS,Univ Physics: Quantum Physics,"Bradlyn, Barry J",OLC,3.13
34894,Fall ,2020,48,44,27,27,30,27,28,34,17,6,2,3,2,214,PHYS,Univ Physics: Quantum Physics,"Bradlyn, Barry J",OLC,3.03
55728,Fall ,2020,27,20,8,9,7,18,7,5,12,3,1,2,0,225,PHYS,Relativity & Math Applications,"Hooberman, Benjamin",OLC,3.1
73013,Fall ,2020,3,8,5,1,1,0,1,0,0,0,0,0,2,246,PHYS,Intro to Computational Physics,"Clark, Bryan K",OLC,3.38
32694,Fall ,2020,19,11,7,9,12,2,0,2,0,0,1,1,0,325,PHYS,Classical Mechanics I,"Holder, Gilbert",LEC,3.48
74641,Fall ,2020,10,3,3,3,1,2,0,1,1,0,2,0,1,325,PHYS,Classical Mechanics I,"Holder, Gilbert",OLC,3.22
32751,Fall ,2020,0,3,6,10,7,8,7,2,1,2,3,0,0,326,PHYS,Classical Mechanics II,"Golding, Ido",OLC,2.8
73355,Fall ,2020,9,4,3,3,1,4,0,0,0,0,0,0,0,398,PHYS,Soph/Junr Special Topics Phys,"Beck, Douglas H",ONL,3.61
32710,Fall ,2020,3,12,6,2,2,0,2,1,1,0,0,2,1,401,PHYS,Classical Physics Lab,"Filippini, Jeffrey P",OLC,3.26
33052,Fall ,2020,3,2,6,4,2,3,4,2,1,0,0,0,1,402,PHYS,Light,"Cohen, Offir",LEC,2.99
30681,Fall ,2020,2,6,8,2,7,4,1,1,0,0,0,1,1,427,PHYS,Thermal & Statistical Physics,"Dahmen, Karin A",OLC,3.17
32763,Fall ,2020,3,17,3,5,13,0,0,10,0,0,2,0,1,435,PHYS,Electromagnetic Fields I,"Abbamonte, Peter M",LEC,3.12
32773,Fall ,2020,3,9,10,0,0,1,0,0,0,0,0,0,0,436,PHYS,Electromagnetic Fields II,"Eckstein, James N",LEC,3.8
74660,Fall ,2020,5,5,3,3,3,3,0,0,0,0,0,0,0,436,PHYS,Electromagnetic Fields II,"Eckstein, James N",OLC,3.55
30685,Fall ,2020,12,9,5,2,1,3,1,0,1,1,1,1,0,485,PHYS,Atomic Phys & Quantum Theory,"Vishveshwara, Smitha",OLC,3.43
52340,Fall ,2020,5,10,3,6,3,2,0,0,0,0,0,0,0,508,PHYS,Mathematical Physics I,"Stone, Michael",ONL,3.63
30709,Fall ,2020,4,5,7,0,1,1,1,0,1,1,0,1,0,580,PHYS,Quantum Mechanics I,"Leigh, Robert G",LEC,3.33
74689,Fall ,2020,8,2,3,3,1,1,1,3,3,1,0,1,0,580,PHYS,Quantum Mechanics I,"Leigh, Robert G",OLC,3.04
30717,Fall ,2020,8,10,0,1,2,2,1,2,0,0,0,0,0,582,PHYS,General Field Theory,"Fradkin, Eduardo H",OLC,3.58
73364,Fall ,2020,9,10,2,2,0,0,0,0,0,0,0,0,0,598,PHYS,Special Topics in Physics,"Madhavan, Vidya",ONL,3.91
47801,Fall ,2020,0,151,0,0,12,0,0,6,1,0,0,0,0,200,PLPA,"Plants, Pathogens, and People","Lambert, Kris N",ONL,3.85
70594,Fall ,2020,4,24,27,11,4,0,0,1,1,0,0,0,0,100,PS,Intro to Political Science,"Ahn, Seongjoon",ONL,3.66
70595,Fall ,2020,0,37,22,4,4,3,0,1,0,0,0,1,1,100,PS,Intro to Political Science,"Leffingwell, Sarah K",ONL,3.63
71010,Fall ,2020,0,9,21,16,6,2,3,1,1,0,3,0,5,100,PS,Intro to Political Science,"Kim, Myung Jung",ONL,3.04
54020,Fall ,2020,11,14,12,9,6,6,1,3,3,0,0,1,4,100,PS,Intro to Political Science,"Wisnosky, Daniel A",ONL,3.17
47375,Fall ,2020,4,3,4,4,2,2,0,1,1,0,0,1,1,100,PS,Intro to Political Science,"Bail, Kristin M",ONL,3.12
38476,Fall ,2020,22,29,22,9,7,10,2,3,0,1,2,0,7,101,PS,Intro to US Gov & Pol,"Sin, Gisela",OLC,3.3
67905,Fall ,2020,12,32,11,10,7,2,1,3,1,0,1,0,3,152,PS,The New Middle East,"Livny, Avital",OLC,3.46
73039,Fall ,2020,8,25,5,14,7,1,0,4,3,1,0,1,3,180,PS,IntroPolitics of Globalization,"Yang, Yujeong",OLC,3.27
67922,Fall ,2020,8,9,7,5,5,2,2,2,0,0,0,0,2,199,PS,Election 2020,"Mondak, Jeffery J",LEC,3.32
70836,Fall ,2020,20,15,14,4,2,0,0,4,2,1,2,0,3,201,PS,US Racial & Ethnic Politics,"Jung, Seyoung",ONL,3.36
70837,Fall ,2020,17,19,8,2,4,5,1,0,2,0,0,0,1,201,PS,US Racial & Ethnic Politics,"Pryor, Matthew R",ONL,3.58
74248,Fall ,2020,32,14,2,2,6,1,2,6,0,0,0,0,1,201,PS,US Racial & Ethnic Politics,"Moreira, Jair A",ONL,3.57
73392,Fall ,2020,5,19,3,1,1,4,1,0,1,1,2,0,6,214,PS,American Indian Law & Politics,"Pahre, Robert D",ONL,2.99
40309,Fall ,2020,6,55,0,3,12,3,1,9,2,2,2,0,8,220,PS,Intro to Public Policy,"Ashley, Jeffrey S",ONL,3.17
67345,Fall ,2020,1,12,6,6,9,4,7,0,0,2,4,0,5,224,PS,Politics of the National Parks,"Pahre, Robert D",ONL,2.76
59988,Fall ,2020,0,13,7,9,6,3,0,0,1,0,0,0,0,231,PS,Strategic Models,"Carroll, Robert J",OLC,3.47
32828,Fall ,2020,0,41,5,7,8,5,3,2,2,0,0,0,3,240,PS,Intro to Comp Politics,"Webb Williams, Nora",ONL,3.39
71908,Fall ,2020,8,18,15,10,12,2,1,2,3,0,0,0,0,241,PS,Comp Politics in Dev Nations,"Rha, Yea Jin",ONL,3.45
67344,Fall ,2020,9,19,10,9,9,3,3,1,2,0,1,1,7,241,PS,Comp Politics in Dev Nations,"Scheirer, Julian T",ONL,3.08
58313,Fall ,2020,0,14,12,11,12,6,0,2,0,1,0,1,3,280,PS,Intro to Intl Relations,"Cho, HyunJoo",ONL,3.14
55238,Fall ,2020,0,23,13,7,6,2,3,2,1,0,0,2,2,280,PS,Intro to Intl Relations,"Cho, Jaeseok",ONL,3.28
52043,Fall ,2020,8,20,4,4,2,3,2,0,0,0,1,0,3,282,PS,Governing Globalization,"Kourtikakis, Konstantinos",OLC,3.4
56252,Fall ,2020,0,37,33,10,2,1,0,0,0,0,0,0,2,300,PS,Terrorism,"Grossman, Nicholas",LCD,3.66
30635,Fall ,2020,26,41,27,7,4,2,1,0,1,0,0,0,1,301,PS,The US Constitution I,"Uribe-McGuire, Alicia B",ONL,3.74
35202,Fall ,2020,2,9,10,14,12,6,3,3,0,0,1,0,3,312,PS,Politics and the Media,"Althaus, Scott",OLC,3.07
59712,Fall ,2020,6,3,14,7,3,3,0,2,0,0,0,1,1,321,PS,Principles of Public Policy,"Hinchliffe, Joseph",OLC,3.31
61689,Fall ,2020,1,26,17,15,14,4,0,0,0,0,1,0,0,323,PS,Law and Representation,"Cho, Wendy K",OLC,3.51
39386,Fall ,2020,13,21,4,3,6,3,3,0,0,0,0,0,3,348,PS,Gov & Pol in Western Europe,"Kourtikakis, Konstantinos",OLC,3.46
43855,Fall ,2020,7,11,14,3,3,3,1,4,1,1,2,0,6,353,PS,Gov & Pol of Latin America,"Canache, Damarys J",OLC,2.96
46741,Fall ,2020,0,37,27,13,0,0,0,0,0,0,0,0,1,390,PS,American Foreign Policy,"Grossman, Nicholas",LCD,3.72
64508,Fall ,2020,0,9,6,4,5,3,0,0,0,0,0,0,0,398,PS,Strategic Interntl Relations,"Carroll, Robert J",OLC,3.49
35690,Fall ,2020,16,16,2,4,0,1,0,1,1,0,0,0,1,100,PSYC,Intro Psych,"Guingrich, Ashley C",OD,3.69
35695,Fall ,2020,13,21,4,3,1,1,0,0,0,0,0,0,0,100,PSYC,Intro Psych,"Richier, Corey J",OD,3.87
38866,Fall ,2020,0,5,9,1,1,1,0,0,1,0,0,0,3,100,PSYC,Intro Psych,"Sanchez Hernand, Fernando",OD,3.03
35699,Fall ,2020,10,14,10,4,1,2,0,0,2,0,0,0,1,100,PSYC,Intro Psych,"Mao, Shufan",OD,3.58
52334,Fall ,2020,5,18,10,4,3,0,1,0,1,0,0,0,1,100,PSYC,Intro Psych,"Richier, Corey J",OD,3.61
50609,Fall ,2020,16,12,7,1,1,1,2,1,0,0,1,1,0,100,PSYC,Intro Psych,"Wang, Yiqiang",OD,3.61
35704,Fall ,2020,18,9,6,1,2,2,1,1,0,1,1,0,0,100,PSYC,Intro Psych,"Khan, Rafay A",OD,3.6
35716,Fall ,2020,9,16,8,5,2,2,1,0,1,0,1,0,1,100,PSYC,Intro Psych,"Mao, Shufan",OD,3.53
43472,Fall ,2020,6,9,7,4,5,3,2,0,0,1,1,0,1,100,PSYC,Intro Psych,"Wang, Yiqiang",OD,3.31
35719,Fall ,2020,13,13,5,4,0,2,2,0,0,0,0,1,4,100,PSYC,Intro Psych,"Cooper, Mallory C",OD,3.33
35723,Fall ,2020,8,13,3,7,1,3,0,3,1,0,0,0,3,100,PSYC,Intro Psych,"Castro Leon, Ariana A",OD,3.26
35726,Fall ,2020,17,16,3,1,0,2,1,0,1,0,0,0,3,100,PSYC,Intro Psych,"Woods, James W",OD,3.54
35368,Fall ,2020,19,9,5,2,3,0,3,0,1,0,0,1,3,100,PSYC,Intro Psych,"Cooper, Mallory C",OD,3.38
35360,Fall ,2020,17,12,3,4,2,1,3,0,1,1,0,0,0,100,PSYC,Intro Psych,"Castro Leon, Ariana A",OD,3.61
35381,Fall ,2020,15,12,2,5,1,1,2,2,0,0,0,2,2,100,PSYC,Intro Psych,"Woods, James W",OD,3.36
35389,Fall ,2020,9,13,12,1,1,3,1,1,1,1,0,0,2,100,PSYC,Intro Psych,"Hu, Yifan",OD,3.42
35403,Fall ,2020,5,13,8,3,4,4,0,1,0,0,1,0,2,100,PSYC,Intro Psych,"Huebner, Philip A",OD,3.34
43393,Fall ,2020,9,14,9,4,2,0,2,0,1,3,0,1,1,100,PSYC,Intro Psych,"Clint, Edward K",OD,3.38
35420,Fall ,2020,6,15,7,5,2,1,1,1,1,0,1,0,3,100,PSYC,Intro Psych,"Hu, Yifan",OD,3.3
35725,Fall ,2020,9,11,7,3,3,0,0,0,3,1,0,0,2,100,PSYC,Intro Psych,"Huebner, Philip A",OD,3.36
43394,Fall ,2020,19,5,3,1,3,0,0,0,0,1,0,0,2,100,PSYC,Intro Psych,"Baginski, Caroline M",OD,3.55
35455,Fall ,2020,20,13,2,2,1,1,2,1,0,1,0,0,3,100,PSYC,Intro Psych,"Lozano, Elizabeth B",OD,3.47
35481,Fall ,2020,17,9,9,2,1,0,1,0,1,0,0,0,4,100,PSYC,Intro Psych,"Unal, Belgin",OD,3.42
35487,Fall ,2020,19,14,3,1,2,2,1,1,0,0,0,0,0,100,PSYC,Intro Psych,"Unal, Belgin",OD,3.77
49229,Fall ,2020,10,14,6,1,4,5,1,0,1,0,1,0,2,100,PSYC,Intro Psych,"Hwang, Suyeon",OD,3.37
35492,Fall ,2020,12,8,11,4,1,0,0,1,1,0,1,1,3,100,PSYC,Intro Psych,"Yi, Jacqueline",OD,3.3
35394,Fall ,2020,18,10,7,1,3,2,1,0,1,0,0,0,2,100,PSYC,Intro Psych,"Hwang, Suyeon",OD,3.54
35507,Fall ,2020,9,15,6,1,2,2,0,1,1,0,0,1,4,100,PSYC,Intro Psych,"Yi, Jacqueline",OD,3.26
35514,Fall ,2020,0,54,0,0,22,0,0,10,0,0,0,0,0,100,PSYC,Intro Psych,"Srull, Thomas K",OLC,3.51
35741,Fall ,2020,7,11,11,5,2,4,0,1,0,0,0,0,2,201,PSYC,Intro to Social Psych,"Dai, Wenhao",OD,3.43
35742,Fall ,2020,6,4,10,5,9,3,2,1,2,1,0,0,2,201,PSYC,Intro to Social Psych,"Dai, Wenhao",OD,3.1
35743,Fall ,2020,4,6,9,5,3,6,2,1,2,1,0,3,1,201,PSYC,Intro to Social Psych,"Fu, Hsiao-Ting",OD,2.98
35744,Fall ,2020,4,14,9,3,5,3,3,0,1,0,0,0,0,201,PSYC,Intro to Social Psych,"Fu, Hsiao-Ting",OD,3.49
35746,Fall ,2020,5,5,8,2,7,3,1,3,1,0,0,1,2,201,PSYC,Intro to Social Psych,"Hyland, William",OD,3.04
35747,Fall ,2020,3,8,9,4,4,4,3,0,0,0,1,1,2,201,PSYC,Intro to Social Psych,"Hyland, William",OD,3.12
35748,Fall ,2020,0,5,3,5,6,7,2,1,2,0,0,0,1,201,PSYC,Intro to Social Psych,"Pantin, Kenzhane D",OD,2.95
41856,Fall ,2020,3,10,11,1,2,2,1,0,2,3,0,0,3,201,PSYC,Intro to Social Psych,"Pantin, Kenzhane D",OD,3.07
35737,Fall ,2020,5,6,9,5,4,5,0,2,1,1,0,1,5,201,PSYC,Intro to Social Psych,"Ur, Yarden",OD,2.88
64431,Fall ,2020,34,63,22,5,9,11,0,2,1,0,1,1,1,204,PSYC,Intro to Brain and Cognition,"Dolcos, Sanda M",OLC,3.66
30673,Fall ,2020,13,25,12,6,26,15,8,22,4,2,12,1,12,210,PSYC,Behavioral Neuroscience,"Juraska, Janice M",OLC,2.65
30675,Fall ,2020,44,54,27,17,28,13,12,8,5,5,2,0,6,216,PSYC,Child Psych,"Hyde, Daniel",OLC,3.29
30678,Fall ,2020,20,104,25,14,28,2,6,6,1,0,0,0,5,224,PSYC,Cognitive Psych,"Sahakyan, Lili",OLC,3.56
30680,Fall ,2020,139,38,23,17,18,5,10,7,1,3,0,0,3,230,PSYC,Perception & Sensory Processes,"Lleras Buetti, Simona",OLC,3.63
38034,Fall ,2020,8,12,2,5,2,4,0,0,1,0,0,0,1,235,PSYC,Intro to Statistics,"Wang, Michelle Y",OLC,3.5
38052,Fall ,2020,0,8,8,6,5,5,1,0,1,1,1,0,4,238,PSYC,Psychopathol & Probs in Living,"Kwapil, Thomas R",OLC,2.9
38053,Fall ,2020,0,5,7,5,7,6,2,3,2,2,1,0,2,238,PSYC,Psychopathol & Probs in Living,"Kwapil, Thomas R",OLC,2.79
38054,Fall ,2020,0,6,7,2,4,3,4,1,4,1,1,0,3,238,PSYC,Psychopathol & Probs in Living,"Kwapil, Thomas R",OLC,2.69
38088,Fall ,2020,0,14,8,5,4,3,3,1,1,1,1,0,0,238,PSYC,Psychopathol & Probs in Living,"Kwapil, Thomas R",OLC,3.29
38091,Fall ,2020,0,13,3,6,5,3,3,0,2,0,3,0,2,238,PSYC,Psychopathol & Probs in Living,"Kwapil, Thomas R",OLC,2.98
38092,Fall ,2020,0,7,4,6,4,1,5,4,2,0,1,1,4,238,PSYC,Psychopathol & Probs in Living,"Kwapil, Thomas R",OLC,2.62
48047,Fall ,2020,5,6,10,5,5,5,2,2,0,1,0,0,0,238,PSYC,Psychopathol & Probs in Living,"Kwapil, Thomas R",OLC,3.31
48048,Fall ,2020,7,5,5,6,6,1,3,0,1,2,0,0,2,238,PSYC,Psychopathol & Probs in Living,"Kwapil, Thomas R",OLC,3.11
30683,Fall ,2020,9,41,12,2,6,1,4,1,0,0,0,0,2,239,PSYC,Community Psych,"Todd, Nathan R",OLC,3.62
32647,Fall ,2020,40,37,10,9,14,2,1,4,1,5,2,0,5,245,PSYC,Industrial Org Psych,"Newman, Daniel A",OLC,3.41
30686,Fall ,2020,0,41,0,0,5,0,0,1,0,0,1,0,0,248,PSYC,Learning and Memory,"Shipstead, Zachary M",OLC,3.79
30689,Fall ,2020,47,23,23,10,14,4,10,5,3,1,0,3,4,250,PSYC,Psych of Personality,"Briskin, Julia L",OLC,3.35
57477,Fall ,2020,20,42,15,14,25,4,5,10,5,1,4,0,2,324,PSYC,Developmental Psychopathology,"Rudolph, Karen D",OLC,3.27
32676,Fall ,2020,0,31,21,12,5,6,7,1,3,1,1,0,4,333,PSYC,Social Psych in Society Lab,"Weiner, Drew S",OLC,3.24
51387,Fall ,2020,16,6,0,2,4,0,0,0,0,0,0,0,0,336,PSYC,Self In Virtual Communities,"Hunter, Carla D",OLC,3.81
37955,Fall ,2020,3,13,3,0,0,0,0,0,1,1,0,0,0,340,PSYC,CounselCenterParaProfessional,"Graham, Jeffrey W",OLB,3.71
48118,Fall ,2020,13,4,0,0,6,0,0,2,0,0,0,0,1,340,PSYC,Mindfulness,"Menard, Christopher",OLB,3.46
39819,Fall ,2020,0,73,0,0,6,0,0,2,0,0,3,0,4,350,PSYC,Personality Lab,"Fraley, Robert C",OLC,3.6
43330,Fall ,2020,0,71,0,0,36,0,0,13,0,0,0,0,0,353,PSYC,Social Cognition,"Srull, Thomas K",OLC,3.48
41810,Fall ,2020,4,9,12,4,10,2,3,4,3,0,1,0,0,363,PSYC,Developmental Child Psych Lab,"Shenouda, Christine K",OLC,3.19
74045,Fall ,2020,1,10,6,4,6,1,2,4,1,1,2,1,0,396,PSYC,Intermed Curr Topics in Psyc,"Gulley, Joshua M",OLC,3.03
43369,Fall ,2020,0,128,0,0,22,0,0,11,0,0,2,0,5,403,PSYC,Memory and Amnesia,"Schwarb, Hillary",OLC,3.58
70379,Fall ,2020,0,50,0,0,1,0,0,2,0,0,0,0,2,408,PSYC,Human Behavior Genetics,"Derringer, Jaime L",OD,3.77
65349,Fall ,2020,4,26,22,8,5,6,5,1,3,0,1,0,1,417,PSYC,Neurosci of Eating & Drinking,"Liang, Nu-Chu",OLC,3.41
30698,Fall ,2020,0,11,13,5,7,5,2,3,2,0,2,0,2,425,PSYC,Psych of Language,"Montag, Jessica L",OLC,3.06
51752,Fall ,2020,7,29,17,13,21,3,4,9,6,1,3,0,4,433,PSYC,Evolutionary Neuroscience,"Rhodes, Justin S",OLC,3.1
53261,Fall ,2020,7,14,1,1,2,2,1,2,0,0,0,0,0,453,PSYC,Cog Neuroscience of Vision,"Beck, Diane M",OLC,3.65
37976,Fall ,2020,2,26,12,9,30,5,7,12,1,1,2,0,4,465,PSYC,Personality and Soc Dev,"Hoff, Bethany",OLC,3.03
67278,Fall ,2020,27,16,10,7,5,5,1,1,2,0,0,0,3,468,PSYC,Psych and Law,"Spielmann, Julia",OLC,3.48
43332,Fall ,2020,40,29,0,11,5,0,2,2,0,0,1,0,0,475,PSYC,Personnel Psych,"Chen, Yueyang",OLC,3.75
38405,Fall ,2020,7,16,5,7,5,2,2,1,2,1,1,0,3,330,REHB,Disability in American Society,"Rice, Laura A",OLC,3.2
73247,Fall ,2020,40,104,0,0,27,0,3,1,0,0,5,0,3,330,REHB,Disability in American Society,"Jan, Yih-Kuen",ONL,3.67
30739,Fall ,2020,1,27,0,0,0,0,0,0,0,0,0,0,1,402,REHB,Medical Aspects of Disability,"Strauser, David R",OLC,3.86
68182,Fall ,2020,0,6,1,8,2,1,2,1,0,1,0,0,3,104,REL,Asian Mythology,"Chmiel, Agata A",OD,2.84
68183,Fall ,2020,1,5,4,8,2,0,1,2,1,1,0,0,0,104,REL,Asian Mythology,"Chmiel, Agata A",OD,3.23
68185,Fall ,2020,1,4,3,3,5,1,1,3,1,0,0,0,0,104,REL,Asian Mythology,"Chmiel, Agata A",OD,3.12
68190,Fall ,2020,1,10,7,3,3,0,0,0,0,0,0,0,0,104,REL,Asian Mythology,"Rives, Turner H",OD,3.7
68193,Fall ,2020,2,2,9,5,3,0,0,0,2,1,1,0,0,104,REL,Asian Mythology,"Rives, Turner H",OD,3.21
68194,Fall ,2020,1,6,7,8,3,1,1,2,0,0,0,0,1,104,REL,Asian Mythology,"Rives, Turner H",OD,3.28
68128,Fall ,2020,17,32,0,0,2,0,0,0,0,0,0,0,1,108,REL,Religion & Society in West I,"Rosenstock, Bruce",ONL,3.88
67749,Fall ,2020,8,5,5,3,1,3,1,0,0,0,0,0,0,110,REL,World Religions,"Lehman, David B",OD,3.6
67750,Fall ,2020,15,2,2,1,0,0,3,2,0,0,0,0,0,110,REL,World Religions,"Wenneborg, Emily",OD,3.59
67752,Fall ,2020,10,5,5,1,2,2,0,0,0,1,0,0,0,110,REL,World Religions,"Wenneborg, Emily",OD,3.63
67753,Fall ,2020,10,5,1,2,0,1,2,1,2,0,0,1,0,110,REL,World Religions,"Wenneborg, Emily",OD,3.35
67754,Fall ,2020,4,6,4,3,8,0,0,0,1,1,0,0,0,110,REL,World Religions,"Robinson, Sarah R",OD,3.4
67757,Fall ,2020,16,4,1,1,2,1,0,0,1,0,0,0,0,110,REL,World Religions,"Robinson, Sarah R",OD,3.74
67759,Fall ,2020,9,5,2,2,0,3,0,2,2,1,0,1,0,110,REL,World Religions,"Karipek, Asena",OD,3.24
67760,Fall ,2020,12,5,3,2,2,2,0,0,0,1,0,1,0,110,REL,World Religions,"Karipek, Asena",OD,3.54
67761,Fall ,2020,9,6,3,2,2,1,0,1,0,1,0,1,0,110,REL,World Religions,"Crane, Benjamin W",OD,3.47
67762,Fall ,2020,10,3,4,1,1,0,0,2,0,0,0,2,0,110,REL,World Religions,"Crane, Benjamin W",OD,3.41
67763,Fall ,2020,10,4,4,1,0,1,1,1,0,0,0,0,0,110,REL,World Religions,"Crane, Benjamin W",OD,3.68
67768,Fall ,2020,14,2,4,0,2,1,1,1,0,0,0,1,0,110,REL,World Religions,"Folkenroth, Emma",OD,3.55
67769,Fall ,2020,8,3,4,2,4,0,0,1,1,0,1,2,0,110,REL,World Religions,"Folkenroth, Emma",OD,3.21
